# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data2/THACHER/workspace/gw190425/1/t005aae4951.r.ut190630.085016_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
2 217575 254.66956721 27.886226216 16.414 r 15.8319 550 6.259 1968.667 601.407 0.049349379 0.035255894 0.017285507 5.666 4.325 -64.6 0.237
42 217576 254.71916981 27.903799741 16.415 r 16.307 401 7.491 1705.576 706.713 0.062890917 0.046591043 -0.059246697 6.453 3.421 52.7 0.47
63 126983 254.7630419 27.915639209 16.041 r 15.136 651 5.563 1472.951 777.718 0.043748528 0.054885726 0.053103384 6.713 3.617 -39.1 0.461
80 137142 254.74281531 27.930801518 15.185 r 14.6709 1051 7.767 1580.178 868.697 0.040983807 0.015542831 -0.014856664 8.596 4.823 74.9 0.439
157 381452 254.71081793 27.964970368 15.65 r 14.1187 1960 9.702 1749.72 1073.753 0.010657624 0.01767141 0.000592103 9.692 7.52 -2.4 0.224
165 126991 254.58064168 27.959766604 16.362 r 15.4778 528 4.966 2439.625 1043.164 0.053871088 0.055874389 -0.036874678 5.241 3.693 43.4 0.295
175 126992 254.75707691 27.963904103 16.537 r 15.8045 512 6.097 1504.575 1067.308 0.047369722 0.045259409 -0.018013483 5.182 4.249 48.3 0.18
247 959699 254.66523775 27.994581831 17.647 r 16.9381 183 3.594 1991.133 1251.56 0.10666578 0.12036794 0.01126826 3.091 2.858 -19.7 0.075
421 959701 254.73712173 28.066352053 18.19 r 17.2528 161 4.009 1610.222 1682.005 0.10310253 0.13615219 -0.017920317 3.149 2.688 14.2 0.147
544 336835 254.73099394 28.123688367 17.78 r 16.8441 283 6.183 1642.589 2026.03 0.095631175 0.075872853 0.11710688 6.158 2.625 -49.8 0.574
546 1233864 254.94569415 28.134351281 18.59 r 17.6287 145 5.62 506.578 2090.76 0.10348076 0.11517326 -0.027015477 3.251 2.839 33.3 0.127
