# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data2/THACHER/workspace/gw190425/1/t005aae26301.r.ut190703.084400_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
38 206966 215.27746509 61.520335657 16.279 r 15.0753 692 6.224 2479.686 790.5 0.037781116 0.040481575 0.01489751 5.629 4.627 -39.9 0.178
47 75519 215.33178189 61.524984741 16.945 r 16.0351 352 5.63 2324.158 817.643 0.061546255 0.059804644 0.0074874433 4.195 3.937 -51.5 0.061
63 129393 215.32516664 61.556488607 18.1 r 17.0715 178 4.556 2342.227 1006.75 0.10987651 0.092772581 0.034993842 3.495 2.877 -58.0 0.177
70 30196 215.32979946 61.579110821 15.375 r 14.3449 1364 8.397 2328.383 1142.424 0.026570965 0.017377716 -0.012046827 8.334 5.817 63.7 0.302
80 54806 215.2878246 61.582262267 16.4 r 15.2098 632 6.069 2448.153 1161.904 0.037441146 0.048577819 0.028543025 6.009 4.141 -34.3 0.311
85 663427 215.31514901 61.587841553 16.228 r 15.0507 793 7.865 2369.975 1194.998 0.023840593 0.043351829 -0.013050308 6.764 4.697 16.9 0.306
86 380013 215.39931729 61.583881122 17.91 r 16.7858 177 4.026 2129.767 1170.268 0.10775544 0.11443286 -0.0082883146 3.075 2.931 25.6 0.047
110 686103 215.94811846 61.613327199 19.248 r 18.8045 46 3.222 563.706 1348.242 0.284477 0.33196616 -0.011382235 1.877 1.734 6.7 0.076
127 129396 215.3503252 61.638585304 16.495 r 15.3124 526 5.626 2268.292 1499.017 0.062295407 0.039234128 0.024195487 5.419 3.85 -66.8 0.29
162 1147702 215.67801498 61.670282667 17.74 r 15.8778 455 6.376 1334.485 1687.687 0.045025792 0.043504931 0.015319636 5.229 4.387 -47.8 0.161
