# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data2/THACHER/workspace/gw190425/1/t005aae4951.r.ut190702.062100_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
9 217575 254.66961803 27.886205958 16.414 r 15.7964 549 6.47 1968.397 601.286 0.049662638 0.034033954 0.018591382 5.802 4.304 -65.0 0.258
53 217576 254.7192613 27.903798904 16.415 r 16.2587 396 7.706 1705.091 706.708 0.064763092 0.049373046 -0.065021418 6.501 3.325 51.7 0.489
73 126983 254.7631153 27.915677273 16.041 r 15.1635 653 5.453 1472.562 777.947 0.043428272 0.052827016 0.04943819 6.599 3.694 -39.6 0.44
95 137142 254.74284162 27.930857028 15.185 r 14.7146 1000 7.629 1580.038 869.03 0.04211764 0.016407963 -0.015105377 8.347 4.758 74.8 0.43
148 959700 254.79136447 27.945667074 17.234 r 16.5212 258 4.144 1322.839 957.91 0.10096131 0.084136516 -0.050860226 3.899 2.895 54.2 0.258
162 21017 254.71086393 27.964984831 15.176 r 14.1445 1923 9.642 1749.476 1073.84 0.010749776 0.018009571 7.2128663e-05 9.645 7.452 -0.3 0.227
171 126991 254.58071543 27.959624201 16.362 r 15.6191 437 4.46 2439.235 1042.309 0.066835448 0.067039557 -0.051737305 4.935 3.283 44.9 0.335
180 126992 254.75710991 27.963940561 16.537 r 15.8862 483 5.78 1504.4 1067.526 0.0523468 0.047822066 -0.02669144 5.231 3.965 49.8 0.242
245 959699 254.66523437 27.994510072 17.647 r 16.9561 174 3.537 1991.152 1251.13 0.11094931 0.12579405 -0.0057080304 3.009 2.814 10.5 0.065
425 959701 254.73710218 28.06629839 18.19 r 17.2426 166 4.091 1610.326 1681.683 0.10209028 0.13128835 -0.036369551 3.273 2.673 25.6 0.183
538 336835 254.73087647 28.123603584 17.78 r 16.7288 314 6.84 1643.211 2025.521 0.082669184 0.06298317 0.093353994 6.309 2.88 -51.0 0.543
633 1233864 254.94564395 28.134332804 18.59 r 17.2435 171 7.288 506.844 2090.649 0.087565891 0.098458581 -0.030563956 3.609 3.026 35.2 0.162
