# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data2/THACHER/workspace/gw190425/1/t005aae2481.r.ut190425.054736_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
1 693859 182.25058806 25.092794697 18.94 r 18.4306 0 2.891 493.167 467.356 0.2119154 0.21445347 -0.026223278 2.236 2.102 42.2 0.06
7 400766 181.97797745 25.101404918 18.28 r 17.7992 122 3.583 1974.436 518.48 0.1428574 0.14260784 -0.01768603 2.733 2.569 45.4 0.06
18 370611 182.01284773 25.114355261 18.7 r 18.073 103 4.511 1784.942 596.085 0.14371175 0.15832789 0.038752947 2.77 2.413 -34.7 0.129
26 60267 182.16393553 25.128231533 17.6 r 16.724 291 6.192 964.174 679.484 0.061187804 0.0651934 0.017236793 4.29 3.726 -38.5 0.131
50 47281 182.07676445 25.161558042 16.756 r 15.5007 427 3.981 1437.72 879.25 0.053488139 0.08875908 -0.016092937 4.396 3.324 12.3 0.244
72 2402636 182.04978108 25.189548407 18.56 r 17.639 142 4.359 1584.239 1047.195 0.15031841 0.097099572 0.037652411 3.313 2.529 -72.4 0.237
88 6260 182.02306001 25.237342434 14.197 r 13.2548 4193 10.96 1729.229 1333.99 0.0090143196 0.0072116116 -0.00056672969 11.811 10.507 81.3 0.11
97 2185904 182.03676482 25.218212396 17.83 r 16.5304 278 6.415 1654.873 1219.191 0.064306438 0.083979912 -0.01892454 4.066 3.375 21.9 0.17
100 630954 181.94491095 25.228284871 16.992 r 16.0361 457 6.61 2153.417 1279.901 0.081661589 0.03976883 -0.06512484 6.742 3.171 61.4 0.53
127 47282 181.92365033 25.254138284 17.29 r 16.5651 344 8.056 2268.65 1435.135 0.056333676 0.05771305 0.05399606 5.772 3.45 -44.3 0.402
135 410448 182.12296587 25.265565756 16.707 r 16.0074 545 7.891 1187.083 1503.362 0.056181278 0.02725316 0.038783479 7.554 3.895 -63.4 0.484
140 291530 181.94573062 25.264203478 17.82 r 16.9967 198 6.751 2148.776 1495.409 0.080095477 0.1097742 -0.061526895 4.056 2.783 32.1 0.314
144 277745 182.02534944 25.267411863 17.6 r 16.9128 236 4.891 1716.75 1514.403 0.073613539 0.091256127 0.035376638 3.995 3.128 -31.7 0.217
185 126658 181.88940969 25.316389841 16.432 r 15.5218 562 5.286 2453.97 1808.865 0.071486928 0.031263325 0.018450033 5.847 3.689 -77.7 0.369
198 47286 181.99264855 25.321174041 15.761 r 14.7704 977 6.984 1894.009 1837.051 0.013949321 0.057902388 0.0040499228 8.495 4.152 -2.6 0.511
