# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data2/THACHER/workspace/gw190425/1/t005aae26301.r.ut190630.102723_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
36 206966 215.27760164 61.520395137 16.279 r 15.1047 281 6.379 2479.293 790.855 0.072759703 0.066568255 0.021784132 4.14 3.514 -52.9 0.151
37 75519 215.33198025 61.525007554 16.945 r 16.1262 130 5.283 2323.59 817.778 0.12387923 0.1312107 0.03339719 3.009 2.629 -38.8 0.126
40 75520 215.23107872 61.526653063 17.89 r 17.5881 0 3.41 2612.174 829.148 0.37313822 0.26639223 0.012837441 1.939 1.636 -86.6 0.156
47 129393 215.32524319 61.556531459 18.1 r 17.2329 60 4.156 2342.007 1007.006 0.27259511 0.20732388 0.095964171 2.344 1.832 -62.1 0.219
55 30196 215.32980569 61.579158586 15.375 r 14.4091 482 8.156 2328.364 1142.71 0.048541822 0.04090187 -0.016978839 5.314 4.302 57.1 0.19
60 54806 215.28791244 61.582273672 16.4 r 15.2454 245 6.23 2447.901 1161.971 0.06840501 0.091294914 0.038710129 4.175 3.126 -29.7 0.251
61 380013 215.3992798 61.583913543 17.91 r 16.8735 79 3.85 2129.873 1170.463 0.17962593 0.21197695 -0.0035599628 2.36 2.171 3.1 0.08
62 663427 215.31507607 61.587906791 16.228 r 15.1355 253 7.656 2370.181 1195.391 0.062828861 0.087969102 -0.016826434 4.073 3.324 16.9 0.184
90 129396 215.35031222 61.638587377 16.495 r 15.4269 225 5.337 2268.329 1499.029 0.10583096 0.072316319 0.047658201 4.084 2.909 -62.6 0.288
116 1147702 215.67780047 61.67013708 17.74 r 16.0263 187 5.729 1335.095 1686.813 0.081186801 0.089076325 0.023553845 3.709 3.202 -35.7 0.137
