# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data2/THACHER/workspace/gw190425/1/t005aae15385.r.ut190701.080654_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
32 303655 247.70949302 41.402612153 16.91 r 16.1472 502 7.147 1378.886 639.873 0.051707469 0.028516788 -0.0068005621 5.973 4.377 81.8 0.267
73 1245703 247.75639904 41.42185953 18.5 r 17.4925 159 6.279 1167.885 755.481 0.099905394 0.097191475 -0.010800895 3.279 3.099 52.1 0.055
84 2234365 247.85466612 41.428548091 18.59 r 17.5706 160 4.262 725.844 796.241 0.12461655 0.098876074 0.064255729 3.601 2.614 -55.9 0.274
100 267793 247.63861108 41.43869756 17.49 r 16.5556 326 6.291 1697.781 856.418 0.032319386 0.1058327 -0.030027164 5.835 3.032 11.1 0.48
114 38912 247.61193415 41.484186946 14.343 r 13.9289 3239 17.372 1817.551 1129.434 0.0063686194 0.0069752866 -0.0020318355 13.349 11.372 36.7 0.148
135 2234375 247.88739244 41.460600534 18.01 r 16.7893 209 4.065 579.074 988.877 0.12311004 0.080964386 0.021311471 3.571 2.821 -76.6 0.21
157 2234371 247.68001824 41.470711801 18.49 r 17.6922 163 4.985 1511.526 1048.454 0.07964123 0.13265279 -0.067494027 3.977 2.59 25.9 0.349
202 1245749 247.85782726 41.510884637 18.28 r 17.4106 189 5.41 712.626 1290.29 0.078295812 0.09751533 -0.025221677 3.725 3.104 26.3 0.167
232 1245766 247.86925043 41.534028646 18.18 r 17.1886 189 5.256 661.602 1429.262 0.10921384 0.088681847 -0.030894324 3.527 2.917 61.8 0.173
278 339513 247.48484709 41.556996562 17.78 r 17.032 271 6.704 2387.788 1567.178 0.030711245 0.13913631 -0.049463749 6.282 2.631 12.3 0.581
291 339516 247.68554914 41.567571425 17.97 r 17.0893 264 5.912 1486.681 1629.612 0.048124533 0.087400191 0.029269449 4.807 3.292 -18.3 0.315
330 137125 247.47707526 41.604638253 15.357 r 14.511 1665 11.188 2422.002 1853.11 0.013598169 0.023895755 0.020438028 11.701 5.755 -31.6 0.508
409 1245840 247.89068151 41.633519911 18.31 r 17.2937 171 4.555 566.786 2026.43 0.10972405 0.10348545 0.014050227 3.18 2.958 -57.0 0.07
518 1145714 247.89711469 41.71552419 17.33 r 17.162 191 3.968 539.159 2518.53 0.091412805 0.10512792 -0.026814697 3.467 2.97 31.5 0.143
