# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data2/THACHER/workspace/gw190425/1/t005aae18879.r.ut190425.081923_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
6 457295 219.34033527 46.575130146 18.14 r 17.2131 213 4.792 1493.79 497.278 0.074061587 0.092003755 0.02167408 3.808 3.209 -25.2 0.157
14 653996 219.26626243 46.579975188 18.33 r 17.3709 151 3.381 1799.271 526.486 0.1548668 0.1063609 -0.02647035 3.116 2.514 75.7 0.193
44 55509 219.41769958 46.609677334 15.982 r 15.0854 729 6.66 1174.914 704.726 0.032987591 0.037401874 -0.0030277434 5.545 5.139 17.2 0.073
73 406118 219.38423475 46.623152827 16.737 r 16.1073 504 7.878 1312.896 785.47 0.025383761 0.074445486 -0.040837221 7.454 3.496 19.9 0.531
76 1250221 219.13808383 46.621187697 19.03 r 17.7986 136 4.529 2327.259 774.677 0.13758704 0.11062402 0.060018338 3.311 2.524 -57.1 0.238
80 4826 219.54744482 46.638264717 13.4 r 13.0146 6783 30.932 640.584 877.227 0.00098501425 0.021802062 0.0064733434 45.02 6.697 -8.6 0.851
136 406695 219.35927314 46.670529441 16.327 r 15.4408 634 6.963 1415.831 1069.688 0.019974865 0.062706329 0.0020413054 7.08 3.993 -1.4 0.436
163 128469 219.5041505 46.695676411 16.651 r 15.8272 481 5.764 819.665 1221.274 0.046457071 0.054413754 -0.0018202554 4.645 4.283 6.4 0.078
274 37814 219.22760962 46.801791318 15.26 r 14.4297 1735 9.926 1956.799 1857.571 0.016114347 0.013445493 -0.0039875177 8.987 7.63 61.9 0.151
278 1250334 219.16812841 46.794746272 18.81 r 17.6148 165 5.628 2201.189 1815.738 0.1541957 0.059179772 -0.014554281 4.13 2.542 85.6 0.384
