# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data2/THACHER/workspace/gw190425/1/t005aae21265.r.ut190717.071256_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
29 473515 243.53849919 50.768008004 17.842 r 16.929 123 4.083 2096.22 710.379 0.14534514 0.13036013 0.04242022 2.944 2.497 -54.7 0.152
68 74757 243.62862893 50.812908486 16.913 r 15.8397 266 6.139 1753.954 979.265 0.069634452 0.07834091 0.02310391 4.028 3.403 -34.7 0.155
83 450372 243.50321313 50.830259599 16.629 r 15.5021 314 5.195 2229.151 1084.205 0.071115553 0.069154389 0.014692853 3.993 3.591 -48.8 0.101
136 58024 243.71927262 50.899659372 17.7 r 16.7624 161 5.429 1410.479 1499.671 0.092724711 0.10471275 -0.0027136044 3.287 3.088 6.4 0.06
160 672567 243.66269077 50.927822941 18.9 r 17.5462 73 4.079 1624.515 1668.665 0.19008936 0.22311494 0.033136372 2.336 2.085 -22.5 0.107
190 1287750 243.62095612 50.964760139 19.02 r 18.6209 17 3.549 1782.123 1890.403 0.65499467 0.98133206 0.22735536 1.271 0.992 -17.4 0.22
244 518663 243.55240201 50.999056153 17.066 r 16.0661 258 11.194 2040.776 2096.562 0.12261993 0.10097485 -0.18979594 7.836 2.196 48.3 0.72
249 78575 243.51540009 51.030449861 16.215 r 15.8991 337 7.31 2180.036 2285.231 0.052047845 0.04792529 -0.0055856267 4.637 4.325 63.2 0.067
264 383289 243.75238205 51.051384579 18.41 r 17.6344 66 4.962 1285.892 2410.093 0.21711944 0.21110204 0.10382105 2.484 1.939 -46.7 0.219
279 525610 243.71882871 51.001132039 17.867 r 16.7687 130 3.607 1412.352 2108.507 0.11229749 0.17413312 0.030607132 3.033 2.372 -13.2 0.218
