# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data2/THACHER/workspace/gw190425/1/t005aae19062.r.ut190710.081933_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
13 388065 236.20694088 46.935369056 18.75 r 18.0794 66 4.361 576.913 580.656 0.23546152 0.19608073 0.034859404 2.297 2.033 -69.2 0.115
14 517146 235.75227498 46.940049127 17.239 r 16.3431 223 4.452 2439.577 608.782 0.085422918 0.10253254 0.047109287 3.809 2.898 -35.0 0.239
35 2283454 235.77653547 46.964789125 18.59 r 17.6419 102 3.927 2339.802 756.948 0.15425415 0.15951462 -0.018954754 2.608 2.449 37.2 0.061
46 297258 236.13749473 46.977055197 17.76 r 16.8121 220 7.981 861.93 830.083 0.03741499 0.12193079 0.0053824354 5.176 2.863 -1.8 0.447
59 61177 236.16257711 46.993978767 16.854 r 16.1408 283 5.615 759.483 931.845 0.10680886 0.048284661 -0.041205358 4.894 2.97 72.4 0.393
60 12458 236.11222629 47.006861373 14.697 r 13.7627 1989 10.59 965.671 1008.731 0.011765871 0.016425841 0.0045742081 9.609 7.59 -22.2 0.21
85 61515 236.08477506 47.019002692 17.75 r 16.862 166 3.971 1078.083 1081.411 0.11382256 0.11046424 0.0073265568 3.041 2.934 -57.3 0.035
95 517194 236.00489 47.034361025 16.836 r 15.7786 385 5.984 1404.884 1173.297 0.025458917 0.11067262 0.0027184135 6.27 3.006 -0.9 0.521
186 2187698 236.11161947 47.116571365 17.71 r 16.611 177 4.359 969.249 1666.987 0.1064977 0.11365283 0.011297491 3.11 2.927 -28.8 0.059
188 59054 235.88462607 47.123423544 16.405 r 15.9256 391 6.764 1896.025 1707.903 0.063114174 0.041384306 -0.03717659 5.706 3.682 60.2 0.355
223 58702 236.08444892 47.159007679 16.076 r 15.4662 620 9.597 1080.523 1921.44 0.049111355 0.048967596 0.078824542 10.192 3.362 -45.1 0.67
246 2283492 236.12824466 47.168505792 19.01 r 17.7731 91 4.312 901.952 1978.714 0.19353393 0.14381681 0.034116235 2.687 2.243 -72.8 0.165
