# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data2/THACHER/workspace/gw190425/1/t005aae23717.r.ut190517.063046_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
19 59589 212.93706409 55.283115526 17.273 r 16.0733 231 5.412 701.24 779.383 0.075815298 0.075995386 -0.012961849 3.795 3.484 44.6 0.082
20 75186 212.8245511 55.288417595 16.236 r 15.2546 388 7.133 1085.768 810.216 0.056135166 0.044976696 -0.019283595 5.037 4.026 60.0 0.201
73 25404 212.99175611 55.409767839 15.443 r 14.6755 9 6.269 517.501 1539.995 0.031571466 0.04719688 0.00047048993 5.628 4.603 -0.9 0.182
74 2278225 212.69896316 55.407441554 18.87 r 17.778 17 5.468 1514.819 1524.0 1.0060033 0.64202946 -0.63372314 1.477 0.917 59.9 0.379
81 341882 212.71033495 55.427855837 17.64 r 16.409 66 10.848 1476.095 1646.486 0.26070979 0.20431253 -0.27962613 3.336 1.633 50.7 0.511
90 304304 212.8751782 55.446544748 16.95 r 15.9355 311 7.316 915.136 1759.342 0.05152294 0.046593316 -0.0091605382 4.775 4.293 59.1 0.101
97 465500 212.42575266 55.460700724 16.574 r 15.4716 331 8.83 2444.215 1845.436 0.053159509 0.050733004 0.0033528095 4.478 4.303 -62.9 0.039
110 520618 212.87429025 55.4790502 17.092 r 16.2806 188 7.328 918.638 1954.367 0.071227834 0.099146582 0.048417222 4.18 2.973 -30.0 0.289
113 465399 212.44492553 55.487423377 16.542 r 15.4332 364 7.162 2378.397 2005.521 0.049823035 0.050273482 0.0056985491 4.603 4.348 -42.7 0.056
128 660516 212.65871491 55.56212868 17.942 r 17.8311 53 4.133 1651.329 2452.173 0.27411208 0.2460449 -0.10016638 2.192 1.79 52.8 0.183
