# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data2/THACHER/workspace/gw190425/1/t005aae15385.r.ut190709.080020_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
34 303655 247.70955394 41.402615568 16.91 r 16.0692 411 7.009 1378.612 639.894 0.061515991 0.033202786 -0.0074579106 5.528 4.016 82.6 0.274
70 1245703 247.75649501 41.421841961 18.5 r 17.3897 109 6.442 1167.453 755.376 0.14471376 0.14243057 0.018020377 2.727 2.559 -48.6 0.061
78 2234365 247.8547659 41.428566144 18.59 r 17.3808 132 4.31 725.396 796.35 0.15871096 0.11841181 0.09893208 3.427 2.282 -56.1 0.334
90 267793 247.63861665 41.438683551 17.49 r 16.5022 279 6.169 1697.756 856.334 0.033015728 0.13289398 -0.034476142 5.762 2.714 9.5 0.529
118 2234375 247.88746959 41.460557726 18.01 r 16.853 156 3.294 578.727 988.621 0.16522767 0.10731377 0.03351571 3.119 2.427 -75.0 0.222
133 38912 247.61187359 41.484120354 14.343 r 13.9028 2575 17.322 1817.823 1129.035 0.0081791747 0.0076670237 -0.0027361221 12.374 10.361 50.3 0.163
140 2234371 247.68010632 41.470685854 18.49 r 17.6053 137 4.738 1511.13 1048.298 0.090823114 0.16914241 -0.10233516 3.906 2.268 26.3 0.419
183 1245749 247.85788779 41.510855189 18.28 r 17.4534 141 4.925 712.354 1290.114 0.10614901 0.12594935 -0.032508567 3.211 2.721 29.3 0.153
215 1245766 247.86929018 41.534099299 18.18 r 17.2831 140 4.482 661.425 1429.686 0.13778897 0.12781553 -0.015813554 2.846 2.652 61.1 0.068
254 339513 247.4847654 41.556998565 17.78 r 16.9627 236 6.557 2388.154 1567.191 0.032777067 0.17171827 -0.062170971 6.185 2.368 12.1 0.617
269 339516 247.6855947 41.567551232 17.97 r 17.093 200 5.568 1486.477 1629.491 0.065054372 0.10203671 0.034042042 4.138 3.033 -21.3 0.267
310 137125 247.47689998 41.604612037 15.357 r 14.5413 1277 10.392 2422.789 1852.954 0.017730094 0.028928563 0.025520356 10.317 5.18 -33.2 0.498
373 1245840 247.89072807 41.633518677 18.31 r 17.0712 134 4.804 566.577 2026.423 0.13130885 0.13854845 0.027682135 2.879 2.589 -37.7 0.101
476 1145714 247.89722553 41.715492817 17.33 r 17.3266 136 3.407 538.662 2518.343 0.12144773 0.14410211 -0.031915911 2.972 2.562 27.3 0.138
