# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data2/THACHER/workspace/gw190425/1/t005aae21265.r.ut190703.075615_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
40 473515 243.53865975 50.767993077 17.842 r 16.7693 219 4.314 2095.611 710.288 0.10349767 0.090453617 0.053834036 3.799 2.832 -51.8 0.255
107 74757 243.62876734 50.812972029 16.913 r 15.8755 441 5.749 1753.429 979.646 0.049621314 0.05857208 0.013948158 4.672 4.004 -28.7 0.143
127 450372 243.50341725 50.830285711 16.629 r 15.4206 520 5.319 2228.377 1084.36 0.053499699 0.051589236 0.0053806794 4.486 4.249 -54.8 0.053
159 525603 243.44388109 50.860366303 18.33 r 16.9446 0 5.267 2453.387 1265.521 0.11524323 0.096207157 -0.017302319 3.282 2.904 68.9 0.115
214 58024 243.71947196 50.899661583 17.7 r 16.4939 304 6.534 1409.725 1499.684 0.051790506 0.074896015 -0.0059942077 4.41 3.645 7.3 0.174
246 672567 243.66280334 50.927826359 18.9 r 17.6251 115 3.631 1624.089 1668.686 0.12935771 0.18283305 -0.0012398193 2.78 2.339 0.7 0.159
308 1287750 243.62091111 50.96470446 19.02 r 18.6343 58 3.217 1782.293 1890.069 0.2933532 0.24523191 0.094187073 2.15 1.762 -58.5 0.18
394 383289 243.75230287 51.051339146 18.41 r 17.7175 146 4.543 1286.19 2409.82 0.10830359 0.1211539 0.058553573 3.435 2.629 -38.8 0.235
399 78575 243.5156143 51.030466464 16.215 r 15.9231 507 7.002 2179.227 2285.328 0.039032236 0.038102876 -0.0042469264 5.242 4.954 51.2 0.055
441 525610 243.71892047 51.001169778 17.867 r 16.7688 195 3.512 1412.005 2108.733 0.08400216 0.14915973 0.02160383 3.487 2.574 -9.2 0.262
444 518663 243.55226186 50.999253194 17.066 r 16.5524 379 8.262 2041.303 2097.745 0.10861766 0.086137347 -0.17045403 9.361 2.335 48.8 0.751
