# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data2/THACHER/workspace/gw190425/1/t005aae18409.r.ut190630.103846_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
50 19907 235.01835135 45.948625441 15.357 r 14.428 785 10.995 1874.36 895.896 0.010687031 0.064363107 0.004269816 9.712 3.939 -2.3 0.594
56 63493 235.07274788 45.961447026 16.361 r 15.2519 338 5.208 1647.393 972.648 0.065753728 0.067364864 -0.024570152 4.293 3.561 43.1 0.171
63 52890 235.12421192 45.971159752 16.256 r 15.8118 271 8.601 1432.755 1030.898 0.06491591 0.05452444 -0.018827125 4.519 3.767 59.4 0.166
66 388055 235.05732288 45.973519281 18.4 r 17.4939 65 3.684 1711.682 1045.116 0.25141388 0.21128729 -0.032594457 2.206 1.972 70.5 0.106
68 74375 234.90044855 45.981132119 15.866 r 15.5324 359 7.369 2365.722 1091.853 0.048207328 0.049520522 0.012976615 4.86 4.249 -42.1 0.126
97 340265 235.10152948 46.009156329 18.14 r 17.2673 72 4.495 1527.326 1258.872 0.20230506 0.21349053 0.010888903 2.236 2.153 -22.1 0.037
125 653676 234.8964004 46.046617366 18.57 r 17.2544 68 5.033 2381.555 1484.809 0.19993325 0.22769214 0.029197296 2.272 2.067 -23.2 0.09
127 388056 235.12504512 46.050067394 18.52 r 17.724 45 4.265 1429.382 1504.345 0.31708524 0.37495759 0.28982326 2.246 1.423 -39.4 0.366
140 516776 235.00628608 46.073406099 16.773 r 16.3603 182 6.895 1923.737 1644.64 0.15143496 0.059080869 0.089138657 4.934 2.429 -68.0 0.508
142 471198 235.11142478 46.075570464 16.842 r 16.0547 207 5.922 1486.107 1657.356 0.075082183 0.11212528 0.06841974 4.276 2.747 -30.8 0.357
155 128445 235.27944584 46.102179342 16.611 r 15.5051 296 5.133 787.104 1817.779 0.09733139 0.059602663 -0.063169003 4.898 2.946 60.4 0.399
160 55993 235.01869055 46.105883176 15.635 r 14.6547 516 6.646 1871.886 1839.441 0.042025853 0.054132715 -0.024282098 5.383 4.028 31.7 0.252
165 1153239 235.26762002 46.113548273 17.49 r 16.2883 165 5.052 836.439 1885.89 0.11678466 0.098776817 0.021791078 3.268 2.864 -64.8 0.124
173 2283381 235.22743491 46.119788404 18.78 r 17.557 61 3.564 1003.641 1923.037 0.24213214 0.25499916 -0.06353166 2.151 1.887 39.3 0.123
203 74389 235.14942193 46.166071929 16.115 r 14.9361 442 6.35 1328.236 2200.411 0.061285675 0.044099938 0.029368095 5.294 3.788 -60.2 0.285
