# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data2/THACHER/workspace/gw190425/1/t005aae22705.r.ut190517.065328_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
4 658559 218.15134727 53.157889812 18.22 r 17.629 26 5.446 1792.312 493.851 0.40982878 0.62563467 -0.030232577 1.564 1.263 4.0 0.192
11 341445 218.31299786 53.180317916 18.37 r 17.2794 39 6.966 1210.896 628.419 0.50596213 0.22667696 0.16328475 2.211 1.376 -74.8 0.378
14 519499 218.18691861 53.18766975 17.535 r 17.1363 23 8.016 1664.224 672.419 0.74551386 0.45857242 0.26792175 1.57 1.119 -68.5 0.287
24 1255607 218.01870699 53.201650664 18.47 r 17.3201 45 6.043 2268.725 757.4 0.24940082 0.34218523 -0.038223065 2.018 1.7 11.2 0.157
32 519512 218.10330665 53.217125072 16.807 r 15.932 170 12.415 1964.505 849.518 0.13021114 0.073973045 0.10975664 4.973 2.471 -58.6 0.503
35 11476 218.29070681 53.232813643 14.587 r 13.8593 1164 12.068 1291.307 943.317 0.017734686 0.020673983 -0.0038512531 7.719 6.8 26.3 0.119
38 519520 218.01671614 53.235298963 17.259 r 16.4513 166 6.806 2275.27 959.312 0.088759795 0.087742947 0.00041425313 3.377 3.356 -78.9 0.006
40 1255635 218.0549939 53.235472325 18.27 r 17.812 21 5.014 2137.805 959.974 0.67343408 0.60034996 -0.21341728 1.381 1.155 54.5 0.164
47 22718 218.27540315 53.265451 15.135 r 14.2431 914 9.951 1346.386 1139.102 0.02091652 0.025086109 0.0018375793 6.947 6.289 -11.9 0.095
65 412595 218.25503215 53.306278086 16.11 r 15.3349 432 9.1 1419.568 1384.031 0.028173218 0.056778338 -0.016793575 6.215 4.115 15.2 0.338
73 74978 218.45186421 53.3211226 17.58 r 16.4805 152 6.814 714.154 1474.293 0.088792153 0.10576979 -0.014094721 3.405 3.038 19.8 0.108
79 74979 218.04995982 53.341904723 17.04 r 16.4689 154 7.946 2154.252 1598.614 0.074978091 0.10970033 0.038654011 3.882 2.907 -24.0 0.251
99 1255794 218.12484707 53.396731922 18.29 r 17.6574 29 5.225 1885.493 1927.032 0.40489975 0.50400645 -0.015760891 1.573 1.408 4.5 0.105
123 279242 218.0863267 53.438962021 17.46 r 17.5872 14 6.069 2022.786 2180.658 0.80476731 1.1263547 -0.35544342 1.174 0.911 23.9 0.224
