# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae15411.i.ut190425.1077_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
1 334301 241.16445117 17.616255627 17.95 i 16.7281 453
88 65874 241.1785068 17.63867808 16.467 i 15.011 1454
132 62397 241.2042423 17.644228585 16.971 i 15.7032 672
163 53153 241.12012772 17.648758719 16.512 i 15.1215 1053
314 19688 241.1648425 17.700729476 14.75 i 13.5347 5586
365 69735 241.21404273 17.68517656 17.454 i 16.0014 540
371 334316 241.08778397 17.681121913 18.34 i 16.97 328
372 69733 241.17589013 17.683684207 16.6 i 15.2065 863
399 334319 241.10067877 17.688721919 18.26 i 17.0718 326
419 334320 241.1573049 17.689482217 18.54 i 17.2048 262
478 69740 241.11091614 17.698740172 17.96 i 16.5167 348
554 137117 241.13216796 17.7212298 17.41 i 14.206 1890
628 397402 241.31446813 17.724139726 18.38 i 17.0491 251
653 334328 241.23427539 17.726496077 18.22 i 16.946 291
721 69751 241.34310682 17.742827992 17.33 i 16.0554 814
724 69752 241.23832696 17.744399429 17.169 i 15.9697 712
738 125867 241.25885698 17.744245105 17.64 i 16.2575 453
751 62621 241.333801 17.746699863 18.02 i 16.6176 345
791 361002 241.04108938 17.756851819 18.81 i 17.281 204
803 53196 241.37756762 17.768680457 15.572 i 14.5635 2096
819 22398 241.25544018 17.775467466 14.964 i 13.6579 3504
841 621259 241.09075519 17.76199965 18.207 i 16.7063 270
842 378617 241.1779055 17.765039567 17.84 i 16.7351 322
932 1418130 241.19593835 17.778231274 18.66 i 17.4872 265
940 334352 241.3377133 17.78197526 18.02 i 16.6596 391
969 69774 241.31055672 17.800269877 16.664 i 15.2381 1407
978 18545 241.40338275 17.802125153 14.898 i 13.6992 4108
1011 268199 241.26949985 17.795790258 18.54 i 16.8946 327
1028 1224036 241.08483866 17.797398378 18.49 i 17.2703 332
1072 495371 241.16693766 17.809845317 16.761 i 15.7825 769
1077 397407 241.38277055 17.807287033 18.82 i 17.4114 179
1101 69781 241.28348681 17.81538306 17.88 i 16.552 403
1116 334362 241.36518747 17.816207061 18.02 i 16.6778 315
1121 377999 241.26728663 17.817643245 17.8 i 16.4695 351
1137 478085 241.15770792 17.835795734 15.865 i 14.7018 2318
1139 62400 241.25685738 17.831288167 16.328 i 14.672 931
1187 69786 241.03305053 17.830563124 16.856 i 15.9723 566
1268 62408 241.34388737 17.855074688 15.977 i 14.5781 2109
1307 301803 241.29368827 17.854299797 17.88 i 16.743 360
1317 23033 241.24868009 17.870337397 14.812 i 13.7066 3442
1337 397405 241.3636813 17.859290929 18.69 i 17.3547 202
1380 62383 241.09567784 17.878290828 16.052 i 14.7322 2053
1414 62409 241.360875 17.91000201 15.5 i 14.365 2629
1630 495483 241.31111507 17.911700289 18.08 i 16.5494 319
1636 495491 240.93889485 17.920172371 16.976 i 15.463 958
1676 472905 241.37273988 17.928535539 16.065 i 14.728 1399
1697 495501 241.11572152 17.924408539 17.73 i 16.4472 369
1699 267999 241.4381098 17.926151739 17.92 i 16.5787 391
1755 10800 241.3804209 17.963706618 14.433 i 13.3036 4876
1852 1224161 241.13810301 17.950135197 18.71 i 17.2888 215
1855 1408380 241.21360152 17.951543558 18.58 i 16.9032 279
1881 334390 241.34043545 17.957501283 18.3 i 17.2727 236
1945 62407 241.34166942 17.970302999 16.717 i 15.3864 880
1957 361031 241.35695731 17.96676658 18.67 i 17.4183 199
1979 62380 241.04275948 17.980780734 16.363 i 15.0258 1184
2004 142008 241.10952707 17.987405088 16.226 i 15.1775 1218
2148 268193 241.23160909 18.00626708 18.57 i 17.0785 252
2236 62391 241.16633482 18.032280647 16.384 i 14.911 840
2369 1224223 241.09274538 18.02605432 18.34 i 17.064 329
2493 478086 241.21797118 18.104500267 16.947 i 15.8563 654
2587 454311 241.07593682 18.103107128 17.403 i 15.9229 505
