# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae1892.i.ut190425.1088_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
1 2422728 233.67899294 27.051314323 18.07 i 17.1524 209
93 336582 233.74523971 27.082234958 17.45 i 16.1133 782
230 2422792 233.8107575 27.109177665 18.35 i 17.0706 290
246 62202 233.92720686 27.118454826 15.955 i 14.4558 1756
374 296203 233.86569824 27.150339324 16.9 i 16.0341 839
375 2422841 233.93134741 27.142349098 18.97 i 17.1699 211
507 2422742 233.70763784 27.169723077 18.7 i 17.1232 197
525 71693 233.67131316 27.189884425 16.724 i 15.255 1000
553 403176 233.6487318 27.174944676 18.79 i 17.377 221
614 2422939 234.10838866 27.18897004 18.67 i 16.9701 223
735 71699 233.93356803 27.230045611 16.241 i 15.3162 1227
809 71704 233.9725586 27.247387252 15.795 i 14.4635 1806
824 369336 233.63510979 27.240140457 18.34 i 16.8196 374
906 403224 234.13632825 27.257476921 18.05 i 16.683 377
1014 14652 234.06331209 27.304259535 14.932 i 13.4485 4058
1087 403190 233.80292315 27.291679682 18.3 i 17.0748 240
1114 13997 233.81131837 27.32486359 14.691 i 13.3232 5593
1273 1233130 233.79692151 27.33571943 17.93 i 16.382 363
1316 62201 233.81417978 27.350568661 15.52 i 14.5857 2041
1382 1233153 233.6237024 27.355838185 18.79 i 17.1027 214
1427 71736 233.92452347 27.375320202 15.836 i 14.7701 1515
1482 1155332 233.75451563 27.382786832 17.79 i 16.6557 411
1496 403198 233.86603911 27.382562117 18.28 i 16.9638 244
1552 1143336 234.05789138 27.393254234 18.59 i 17.0912 226
1961 2422758 233.74007717 27.474390372 19.09 i 17.2847 173
2000 1233261 233.80286546 27.466445073 18.6 i 17.0025 208
2064 1233250 233.65949579 27.457248699 18.99 i 17.2068 203
2155 379474 234.15389144 27.526269209 17.55 i 16.8536 370
