# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae3241.i.ut190425.1093_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
318 134717 236.38984087 30.147274722 15.074 i 14.2083 2725
342 2320410 236.55698213 30.12978406 18.26 i 16.6599 345
431 66388 236.38039023 30.160751345 17.3 i 16.1753 672
530 638080 236.50218633 30.178671667 18.52 i 16.9118 288
579 62263 236.4503494 30.20246307 15.194 i 14.6312 2213
742 302835 236.59553551 30.246497466 17.39 i 16.0168 604
774 25801 236.60245432 30.266977299 15.43 i 13.8417 2508
835 2320327 236.27897255 30.26406652 19.25 i 17.1561 200
855 638218 236.76142996 30.272247596 18.233 i 16.7829 294
870 638226 236.27305513 30.276620369 18.189 i 16.3622 362
896 2320427 236.6057069 30.284554717 18.62 i 16.9459 280
967 76124 236.62605425 30.312827499 16.22 i 14.8753 1492
1232 1236274 236.78232178 30.385958203 18.61 i 17.3181 253
1533 2320479 236.75668133 30.446274715 18.84 i 17.2548 183
1659 2336306 236.48250972 30.52286757 18.37 i 17.5784 138
