# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae16234.r.ut190428.4151_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
171 6736 247.4006713 15.658470961 14.261 r 13.3521 5489 10.965 2022.689 541.762 0.0038249376 0.012279744 0.0044466592 17.472 8.829 -13.9 0.495
870 361364 247.22493848 15.760673408 18.3 r 17.1742 306 5.293 3422.473 1387.975 0.072964698 0.062788837 -0.027918477 4.343 3.477 55.0 0.199
1017 1222377 247.21054008 15.785415872 19.01 r 17.5411 228 4.361 3536.995 1592.825 0.053783145 0.16780886 0.10083926 5.369 2.313 -20.7 0.569
1024 125630 247.28783254 15.791195611 17.206 r 16.2034 492 4.567 2921.434 1640.299 0.060724355 0.061421607 -0.0067638229 4.164 3.938 42.1 0.054
1031 361379 247.49352379 15.793158499 17.99 r 17.0872 414 11.194 1283.412 1656.688 0.047022395 0.033892252 -0.010047434 5.574 4.53 71.3 0.187
1152 1409550 247.15673637 15.809092296 19.12 r 17.7064 171 2.991 3965.278 1789.153 0.081979327 0.20830005 -0.0024574355 3.493 2.191 0.6 0.373
1179 462821 247.59983693 15.818883038 16.953 r 16.4228 760 9.014 437.016 1870.285 0.024203815 0.061944973 -0.060684115 11.67 3.562 29.1 0.695
1247 1409618 247.60113702 15.826535211 18.35 r 17.0652 252 3.287 426.733 1933.625 0.071789451 0.1387255 -0.010045295 3.742 2.681 4.3 0.283
1493 1412515 247.12229139 15.865920431 18.88 r 17.4482 218 4.09 4239.001 2259.762 0.090900585 0.12036429 -0.025084993 3.404 2.829 20.2 0.169
2487 1430361 247.31946148 16.037179874 18.19 r 17.4075 217 3.506 2669.045 3675.954 0.11105915 0.10733629 -0.058399346 3.537 2.687 46.8 0.24
2507 69406 247.42023059 16.082247734 16.346 r 15.3009 1014 5.411 1867.631 4048.925 0.029793233 0.055231322 0.047289673 7.99 3.797 -30.9 0.525
