# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae27067.i.ut190429.5103_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
130 1039424 254.73307943 -5.7241036916 16.448 i 16.2178 644
302 1039426 254.63470395 -5.719550434 17.57 i 17.0206 344
704 1039428 254.81364021 -5.6933687384 17.068 i 16.8091 474
1122 1039427 254.83333689 -5.6644659735 17.281 i 15.9043 695
1602 1039423 254.6556617 -5.6354920744 16.195 i 15.7393 1154
2082 429211 254.57786108 -5.6105827223 16.467 i 15.535 756
3811 1039419 254.65919548 -5.5069957826 17.653 i 17.2072 255
4142 1039372 254.52734815 -5.4842292989 17.132 i 16.8116 411
4318 1039417 254.68223749 -5.472288084 17.66 i 17.0191 423
4391 1039463 254.91368197 -5.4705018991 17.177 i 17.0966 287
4992 1039418 254.6946521 -5.4304106934 18.015 i 17.0395 301
5295 1039422 254.65196353 -5.4090378191 17.258 i 16.99 445
5772 1039375 254.62026202 -5.3839749813 17.409 i 16.7989 341
5965 429215 254.78359606 -5.3719365461 17.388 i 16.9676 348
6459 240316 254.71571003 -5.3007094586 16.977 i 16.7975 421
6599 1039416 254.73302073 -5.2994456966 16.317 i 15.8748 818
7490 240317 254.78565679 -5.3404449103 17.006 i 16.4774 254
