# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae14702.r.ut190425.1109_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
57 1225360 246.21384459 19.116871014 18.75 r 17.1029 359 9.964 3885.352 379.825 0.045051679 0.058370721 -0.03089226 5.354 3.82 33.3 0.286
352 623352 246.19636573 19.17822529 17.922 r 17.1952 341 5.902 4021.365 887.764 0.087138772 0.038552873 -0.021607673 5.252 3.344 78.0 0.363
1316 454820 246.45617048 19.402283623 16.561 r 16.1087 774 10.484 1990.925 2740.918 0.013299783 0.094259605 -0.048604775 12.342 3.147 15.5 0.745
1333 1409379 246.17736247 19.406462971 17.94 r 17.3203 279 5.312 4167.227 2776.846 0.070178941 0.066596024 -0.0085319532 3.96 3.701 56.4 0.066
1381 53992 246.21357202 19.426565366 16.392 r 15.7164 960 7.19 3884.381 2942.839 0.044279747 0.018949585 -0.017031342 7.82 4.619 73.0 0.409
1619 334786 246.59506345 19.476728858 18.48 r 17.6332 295 7.371 907.354 3357.667 0.057752252 0.048530318 0.014128072 4.73 4.03 -61.6 0.148
1665 1409388 246.23365498 19.486336463 19.02 r 17.5608 189 4.372 3727.097 3437.319 0.11698239 0.10061954 0.0024098374 3.154 2.923 -85.8 0.073
1709 1225913 246.23058968 19.545528994 18.63 r 17.5575 238 5.12 3750.467 3927.221 0.081205845 0.087338284 0.054773364 4.199 2.99 -41.8 0.288
1723 56049 246.55553234 19.560969513 15.66 r 15.132 1249 9.099 1216.324 4054.565 0.03188334 0.01857877 0.028550632 10.27 4.94 -57.5 0.519
1886 467092 246.37438722 19.498497177 17.154 r 16.3187 504 5.028 2629.092 3537.2 0.028158111 0.10504991 -0.052081339 7.041 2.974 17.1 0.578
