# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae37244.i.ut190428.4044_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
4 579197 87.000090248 -25.612335089 16.905 i 15.737 851 9.825 3773.473 284.934 0.045934748 0.018455334 -0.034182098 9.87 4.298 64.4 0.564
6 688192 87.005676575 -25.608217696 16.722 i 15.7872 722 9.662 3731.834 319.073 0.077074371 0.062571123 -0.12435154 11.764 2.748 48.3 0.766
103 33606 86.949957848 -25.555053296 15.264 i 14.2225 2178 11.193 4148.503 758.353 0.031164933 0.0098897638 0.024786545 15.44 5.209 -65.3 0.663
193 37832 87.070794924 -25.567636679 15.569 i 13.9518 3487 14.142 3246.188 655.529 0.0072590592 0.0071828403 0.0075836913 17.077 9.529 -45.3 0.442
238 308286 87.437159597 -25.577059027 17.13 i 16.7663 455 8.411 511.22 576.524 0.069315523 0.044673599 0.079900295 8.114 3.181 -53.6 0.608
305 136244 87.11907616 -25.573305179 16.45 i 15.033 1169 8.27 2885.714 608.914 0.010508787 0.050163105 0.010538988 10.091 4.435 -7.4 0.561
322 322613 87.167668153 -25.573557583 18.25 i 17.1916 257 6.675 2522.966 606.991 0.066856831 0.072117634 -0.015468659 4.038 3.588 35.6 0.111
430 322620 87.039861074 -25.560016742 18.32 i 16.9447 273 4.909 3477.204 718.333 0.090194643 0.088250205 -0.086728998 4.67 2.746 45.6 0.412
509 322628 87.218741034 -25.550319467 18.12 i 17.2736 240 6.099 2141.679 799.34 0.10825664 0.098208785 -0.13395505 5.266 2.423 47.1 0.54
530 84687 86.976775698 -25.54697754 17.169 i 15.7741 589 5.011 3948.385 825.55 0.03695754 0.066485167 -0.018231567 5.394 3.805 15.8 0.295
575 112714 87.04860228 -25.542821712 17.76 i 16.1598 390 3.609 3412.107 860.717 0.060594436 0.099655904 -0.032908645 4.28 3.076 20.1 0.281
657 84685 86.965724257 -25.518919593 15.697 i 14.1842 2901 15.378 4031.319 1057.613 0.015291974 0.0048252973 0.0064412137 15.985 7.856 -74.2 0.509
685 84699 87.425419529 -25.526302158 15.842 i 15.3266 1385 12.051 598.164 996.737 0.0083202422 0.026784467 0.008042274 11.56 6.017 -11.8 0.48
687 80774 87.177869888 -25.519191675 15.874 i 14.1642 1856 10.931 2446.897 1056.938 0.015642703 0.010366371 0.0085740536 11.201 7.446 -60.8 0.335
690 9972 87.180033156 -25.47726222 15.874 i 13.1368 6379 13.729 2430.804 1403.945 0.0043464415 0.0051839831 0.0029104876 17.539 12.619 -37.0 0.28
716 80768 87.039518006 -25.52148683 16.263 i 14.6332 1474 6.341 3480.158 1037.201 0.016347051 0.03013696 -0.022183452 9.91 5.248 29.1 0.47
769 322642 87.143469692 -25.519077078 17.71 i 16.636 565 10.261 2703.816 1057.802 0.015279952 0.037714731 0.024719948 10.098 4.812 -23.9 0.524
821 322648 87.19482196 -25.510792577 17.57 i 16.386 532 7.719 2320.296 1126.465 0.052998491 0.033084814 -0.029655578 6.302 4.052 61.9 0.357
899 322653 87.144565874 -25.503197276 17.77 i 16.3519 453 5.134 2695.688 1189.226 0.048360031 0.080732852 -0.059675213 5.717 3.186 30.8 0.443
996 579365 87.192397919 -25.489333649 16.766 i 15.5445 801 5.632 2338.417 1304.055 0.031824082 0.046146531 -0.0045457836 5.637 4.637 8.8 0.177
1014 80771 87.1290524 -25.485671789 16.548 i 14.9846 1080 5.757 2811.647 1334.206 0.028188922 0.027583247 0.013124055 6.849 5.387 -46.3 0.213
1055 322666 87.107132336 -25.487083933 18.01 i 16.3036 349 3.771 2975.394 1322.414 0.062303554 0.10804579 -0.051374041 4.438 2.892 24.2 0.348
1067 84693 87.2631999 -25.479650997 16.124 i 15.0394 1436 11.068 1809.466 1384.094 0.012639413 0.021476395 -0.0069069345 9.345 6.642 19.0 0.289
1170 1188016 87.146719528 -25.466606424 17.14 i 16.6883 411 6.823 2679.731 1492.055 0.031466287 0.069022097 0.020852102 5.896 3.734 -14.5 0.367
1209 80783 87.306261357 -25.463679884 16.416 i 14.7244 1070 5.034 1487.654 1516.075 0.021808881 0.057013333 -0.021636343 7.303 4.08 15.8 0.441
1236 80778 87.214701204 -25.459444663 16.691 i 15.2631 906 5.736 2171.784 1551.414 0.041177675 0.033362288 0.032559682 6.98 4.303 -51.7 0.384
1365 534085 87.160289273 -25.443405995 16.708 i 15.6997 917 8.122 2578.404 1684.097 0.041113917 0.015383646 -0.0035939226 8.095 4.924 86.0 0.392
1415 84695 87.273254332 -25.431326502 15.613 i 14.7383 1947 14.889 1734.143 1783.986 0.010252611 0.013132697 -0.0076509942 11.467 7.961 34.7 0.306
