# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae25248.i.ut190429.5100_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
2489 27561 254.82166413 -2.0747087064 15.88 i 14.0865 4514
3257 240311 254.74275408 -2.04096178 15.757 i 14.9743 1423
3369 240313 254.65586974 -2.0365957244 16.705 i 15.9794 921
3477 240312 254.72231114 -2.0296213531 16.584 i 15.8628 847
4262 1039406 254.68884255 -1.9805057745 17.789 i 16.7027 368
4696 14276 254.456584 -1.9339851047 14.769 i 13.7843 5224
5338 240305 254.59853604 -1.9050284105 16.487 i 15.8067 783
5831 1039405 254.73850359 -1.8718327354 17.321 i 16.5107 576
6147 240302 254.51540784 -1.8353425138 16.077 i 15.3201 890
6151 1039407 254.69407708 -1.827651378 17.173 i 16.4424 511
6184 240301 254.52155059 -1.8318079062 15.523 i 14.7009 1785
6237 327472 254.59791669 -1.8387118295 17.1 i 14.9965 1972
6329 22978 254.72906481 -1.8349963108 16.18 i 14.0959 2823
