# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae13599.i.ut190425.1081_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
369 1227817 243.75133205 21.664966092 18.58 i 17.0391 216
507 498439 243.87843453 21.697940599 17.476 i 16.4162 505
578 1421444 243.74566739 21.705326663 18.77 i 17.3898 196
732 1408925 243.99851423 21.736974069 18.66 i 17.5481 223
839 627008 243.95711568 21.762563557 19.14 i 17.0845 247
909 498508 243.68671076 21.780770745 18.422 i 16.6868 355
942 1412343 244.00089025 21.784590142 18.68 i 16.9533 204
1018 476847 243.77240847 21.801949541 16.91 i 16.4079 491
1094 1421511 244.06786182 21.81413276 19.41 i 17.8554 145
1132 627067 243.88223141 21.824043312 18.42 i 16.8584 369
1137 1227922 243.96101062 21.824958091 18.73 i 17.2653 233
1440 9244 243.74100537 21.938371487 14.113 i 13.1572 5379
1580 1416909 243.62604684 21.930805206 19.55 i 17.2049 208
1671 1227994 243.71763436 21.952520875 18.54 i 16.984 334
1759 1421512 243.93259521 21.970419716 18.58 i 17.4157 231
2046 527404 243.88905624 22.001059966 17.107 i 15.8651 590
