# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae14702.r.ut190428.4147_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
40 1409469 246.59558385 19.099441593 18.97 r 17.7243 195
111 1225360 246.21382539 19.116908 18.75 r 17.0752 503
492 623352 246.19638248 19.178231668 17.922 r 17.1131 377
1702 454820 246.45617709 19.402287411 16.561 r 16.0127 780
1726 1409379 246.17735124 19.406490251 17.94 r 17.2241 288
1758 53992 246.21357402 19.42656115 16.392 r 15.6191 1097
2083 334786 246.59509929 19.476702601 18.48 r 17.5076 351
2140 1409388 246.2336566 19.486328814 19.02 r 17.5123 188
2361 467092 246.37440399 19.498495729 17.154 r 16.2355 515
2610 1225913 246.23059926 19.545562374 18.63 r 17.4771 242
2624 56049 246.55547991 19.560913567 15.66 r 14.9946 1333
