# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae2371.i.ut190425.1090_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
257 1136152 231.93080455 28.115500371 17.608 i 16.8466 238
431 2421986 231.90956504 28.162498061 18.75 i 17.3202 195
445 489492 232.30686567 28.169785196 16.653 i 15.6948 806
449 1233903 232.03291599 28.170551132 18.34 i 16.8629 348
555 635237 232.12978866 28.197698164 18.34 i 16.724 248
567 2422163 232.36944922 28.199534415 18.74 i 17.3313 212
595 2422014 231.95913834 28.207422843 18.66 i 17.157 245
647 409365 232.09707133 28.229509985 15.819 i 15.1374 1202
660 2422095 232.19295672 28.228146903 18.2 i 16.6161 322
700 489582 232.08165149 28.24985251 17.97 i 16.3314 503
703 453907 231.99814199 28.248884623 17.67 i 16.2065 670
723 1150541 232.02128804 28.251713499 17.59 i 16.1154 738
776 2422059 232.09538073 28.26164985 18.08 i 16.7179 314
828 2422096 232.19442171 28.274902806 18.8 i 17.3972 172
854 635358 232.23514356 28.289606656 16.745 i 15.1866 1001
881 53128 232.365934 28.309352022 15.175 i 14.5033 2279
890 2422033 231.99820212 28.289564854 17.97 i 17.264 194
928 471120 232.13407753 28.304858937 17.276 i 15.7842 678
937 1234022 232.20630086 28.302820454 18.13 i 16.7505 405
1002 460161 232.14815533 28.317397072 18.07 i 16.3946 360
1055 472186 232.15839683 28.333273337 16.83 i 15.1968 875
1065 635423 232.3366928 28.336784463 16.792 i 16.0583 609
1127 2422065 232.11568454 28.350996979 18.34 i 16.9186 271
1145 1234076 232.08256385 28.362332607 18.24 i 16.7773 427
1215 2422051 232.06664106 28.372612369 18.22 i 16.8514 260
1237 2422088 232.16932587 28.378692129 18.53 i 17.3652 241
1239 1234091 232.2614976 28.380702343 18.66 i 17.3251 277
1253 62161 231.88312121 28.395284639 15.854 i 14.4273 1938
1465 489772 231.88539215 28.437177434 17.37 i 15.6755 536
1528 489824 232.01735869 28.502199366 17.755 i 16.1957 478
1586 1150568 232.06019468 28.475593143 18.17 i 16.5527 306
1687 403044 232.1147023 28.461581704 18.3 i 17.5161 210
1839 489847 232.1128439 28.522299612 17.398 i 16.1505 578
