# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae14697.i.ut190425.1079_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
76 623258 243.7258163 19.125593804 17.386 i 16.1394 463 5.408 2830.551 451.161 0.053121481 0.047501795 0.0041719582 4.622 4.311 -71.7 0.067
319 334695 243.9691827 19.174381774 18.37 i 17.3836 243 7.223 928.033 855.446 0.091620691 0.049914073 0.0045235292 4.481 3.302 -86.9 0.263
393 1225456 243.73440279 19.198309979 18.23 i 16.7306 313 4.259 2763.184 1052.929 0.10456982 0.066840783 0.074365467 4.767 2.802 -58.5 0.412
597 454653 243.86930221 19.226108071 16.783 i 15.9221 826 11.143 1708.951 1282.995 0.0082699358 0.070804901 -0.011048975 11.333 3.745 5.0 0.67
611 1430173 243.74784516 19.226501805 18.66 i 17.4051 211 4.358 2658.053 1286.207 0.076471686 0.11174022 -0.010545768 3.635 2.981 8.3 0.18
648 623475 243.83993225 19.235173543 17.99 i 16.5085 385 6.055 1938.475 1357.948 0.058537938 0.058472574 0.0076392433 4.276 4.006 -45.2 0.063
836 454695 243.71856539 19.277890615 16.64 i 15.7818 846 9.679 2886.653 1711.583 0.026201552 0.015571919 0.010829187 8.671 5.926 -67.2 0.317
875 1225565 244.03620147 19.279404102 18.22 i 16.9052 268 4.378 405.344 1725.215 0.089282781 0.072948061 -0.023378255 3.868 3.238 62.5 0.163
932 623579 243.93439263 19.291828099 18.32 i 16.6709 365 6.783 1200.736 1827.185 0.046378043 0.072427332 0.0066901599 4.665 3.705 -7.2 0.206
954 53969 243.5471445 19.31498942 15.382 i 14.5906 3135 18.053 4225.325 2019.9 0.0062538744 0.0068732551 0.0038146297 14.694 10.849 -40.4 0.262
987 334732 244.01035453 19.301954823 18.76 i 17.3449 221 4.767 607.483 1911.583 0.079605095 0.10089396 0.046905391 3.938 2.936 -32.8 0.254
1081 1412278 243.58442176 19.319180115 19.83 i 18.5309 89 2.847 3934.141 2054.188 0.19886284 0.193498 -0.010252438 2.292 2.225 58.8 0.029
1093 623648 243.74712444 19.325524315 17.579 i 16.3139 490 6.652 2663.434 2105.707 0.043207027 0.056782305 0.046328712 6.219 3.673 -36.8 0.409
1214 623699 243.88068021 19.351081225 17.797 i 16.327 420 5.164 1620.522 2317.296 0.073868722 0.045293659 -0.0069565088 4.721 3.669 83.2 0.223
1227 1225661 244.03049521 19.350276579 18.44 i 17.0098 273 5.042 450.702 2311.69 0.05634803 0.10290512 0.00089362048 4.213 3.117 -0.5 0.26
1228 1225664 243.69353909 19.353155543 17.98 i 16.8949 395 7.202 3081.771 2334.572 0.058741394 0.041883614 0.037689429 5.806 3.754 -57.0 0.353
1290 454775 243.98552121 19.366491937 18.15 i 16.4878 373 6.714 802.023 2445.464 0.069345407 0.05686561 -0.029706769 4.613 3.553 56.4 0.23
1410 1225704 243.70667216 19.386656713 18.84 i 17.1879 247 5.185 2979.076 2611.764 0.068251774 0.11011457 0.065174155 4.452 2.796 -28.6 0.372
1427 623777 243.96674558 19.391636324 18.14 i 16.6386 383 5.881 948.817 2653.406 0.062465943 0.054633453 0.0067332378 4.328 3.962 -69.7 0.085
1457 454814 243.76822621 19.398226454 17.78 i 16.7168 438 6.878 2498.528 2707.34 0.033926979 0.053998966 -0.00110301 5.43 4.303 1.6 0.208
1502 1225733 243.66579046 19.405675114 18.5 i 17.2804 188 3.464 3298.103 2769.369 0.11829916 0.11043306 -0.014065696 3.067 2.858 59.6 0.068
1619 1416771 243.87319106 19.431539605 19.23 i 17.4021 195 4.752 1679.282 2983.134 0.11245915 0.090594053 -0.019114994 3.39 2.935 69.4 0.134
1623 334770 243.94994097 19.434446262 17.93 i 16.7122 355 6.092 1080.308 3007.577 0.063968644 0.056721691 -0.02985291 4.715 3.634 51.8 0.229
1670 126049 243.91374465 19.443903025 18.03 i 16.7833 323 5.33 1362.849 3085.624 0.064588904 0.067244872 -0.00041254167 3.935 3.856 4.4 0.02
1755 1144613 243.83254399 19.464957556 17.84 i 16.689 457 9.405 1996.563 3259.6 0.0365729 0.038227245 0.0056302291 5.386 4.979 -36.8 0.076
2120 334799 243.81161244 19.534349268 18.22 i 16.9324 277 4.479 2159.928 3833.859 0.087430671 0.072861858 -0.011826102 3.759 3.342 70.5 0.111
2320 624127 243.85337155 19.578505087 18.43 i 16.9019 343 6.416 1834.338 4199.354 0.041967619 0.071542591 -0.0080607207 4.913 3.725 7.6 0.242
