# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae2369.i.ut190429.5128_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
2 472847 233.07706218 28.045692683 17.357 i 15.7142 637 5.866 3394.968 257.186 0.045001689 0.043598026 0.017999133 5.325 4.33 -47.2 0.187
38 2422656 233.51424722 28.053749732 18.7 i 17.0029 212 2.971 201.859 325.489 0.12494025 0.11748744 0.079695545 3.509 2.49 -47.7 0.29
83 529519 233.18645686 28.063183037 17.745 i 16.0444 409 3.619 2595.878 401.268 0.078366332 0.069024377 0.0024409406 3.811 3.569 -82.7 0.063
85 533512 233.33676055 28.067182545 17.013 i 15.3143 884 5.86 1498.25 434.619 0.040164161 0.029493816 0.018216318 6.419 4.694 -60.2 0.269
111 533516 233.33070876 28.072127041 17.468 i 16.0062 575 6.121 1542.477 475.503 0.070162207 0.03342317 0.044895515 6.625 3.518 -64.6 0.469
127 2422487 233.13947259 28.069722299 18.77 i 17.3207 189 3.399 2938.958 455.586 0.13976339 0.11949062 0.094442934 3.507 2.371 -51.1 0.324
138 533510 233.31552034 28.079509511 17.282 i 16.3328 497 6.557 1653.429 536.519 0.10580735 0.029193852 -0.069415599 7.953 2.897 68.9 0.636
147 2422441 233.04963431 28.074193665 18.84 i 17.0929 219 3.831 3594.946 493.341 0.11784444 0.098002352 -0.012294044 3.223 2.892 74.1 0.103
173 1156060 233.33092 28.07914275 17.87 i 16.3647 365 4.163 1540.981 533.566 0.079162784 0.072726518 0.030747922 4.074 3.303 -50.9 0.189
174 1233817 233.19128393 28.079201801 18.38 i 16.9219 299 4.846 2560.58 533.826 0.080273472 0.064137533 0.029514683 4.249 3.352 -59.3 0.211
214 1150522 233.00302627 28.089602772 17.75 i 16.3183 432 5.52 3935.045 621.447 0.070434831 0.045033302 0.017803352 4.867 3.695 -72.5 0.241
264 1233834 233.337174 28.099222006 18.04 i 16.525 372 5.29 1495.458 699.779 0.097644113 0.060634397 0.092929281 5.86 2.783 -55.9 0.525
