# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae24707.i.ut190604.5111_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
2 1060425 259.94647834 -1.2637142936 17.521 i 16.5937 264 4.671 3082.898 303.872 0.11703592 0.087151237 -0.11982678 4.979 2.471 52.0 0.504
91 1060426 259.92899939 -1.2561843232 17.082 i 16.4273 310 5.245 3227.521 366.184 0.090020828 0.054217581 -0.029683528 4.524 3.238 70.2 0.284
657 1112186 260.08718108 -1.2218570135 16.92 i 16.0996 379 5.198 1918.73 650.295 0.047509339 0.085875548 0.0014585158 4.589 3.412 -1.1 0.256
988 246780 259.94131761 -1.1962477784 15.844 i 15.1269 875 6.15 3125.616 862.222 0.0416211 0.024917195 -0.0071879877 6.431 4.859 78.4 0.245
1071 263850 260.06802397 -1.1935774063 16.554 i 15.953 432 6.212 2077.235 884.338 0.076533467 0.034009956 0.014482223 5.521 3.587 -80.6 0.35
1242 432155 260.13030172 -1.1712967357 16.219 i 15.0495 1393 13.176 1561.937 1068.721 0.017988274 0.010568071 0.0045802202 10.041 7.325 -74.2 0.271
1594 1060436 260.17864336 -1.166036822 17.177 i 16.4008 297 4.704 1161.948 1112.237 0.066893138 0.087260239 0.03072948 4.129 3.236 -28.2 0.216
1850 132495 260.16987168 -1.149190259 16.013 i 15.3703 498 4.385 1234.521 1251.661 0.046127446 0.095221728 -0.065229855 5.788 2.995 26.5 0.483
1890 246781 259.99604309 -1.145170977 16.106 i 15.5233 725 8.077 2672.818 1284.942 0.02385621 0.035678934 0.0073457803 6.621 5.218 -15.9 0.212
1935 432157 260.01766309 -1.1422423613 16.409 i 15.5093 541 5.923 2493.93 1309.181 0.047391415 0.049454004 0.00021974296 4.594 4.496 -3.0 0.021
2124 429775 259.99019404 -1.1303559342 16.446 i 16.1896 447 7.634 2721.217 1407.549 0.045224715 0.046167511 0.03359849 5.883 4.0 -44.2 0.32
2149 246794 260.19049597 -1.1308348091 16.907 i 16.3173 317 4.996 1063.863 1403.561 0.060840912 0.092395358 0.045287222 4.517 3.098 -27.6 0.314
2240 327965 260.19900552 -1.1118417685 16.59 i 13.921 2988 17.187 993.445 1560.742 0.0087530538 0.0073073939 0.0023155026 12.249 10.317 -61.0 0.158
2269 429773 260.0012348 -1.1235893855 16.54 i 15.7378 526 5.706 2629.864 1463.55 0.034728028 0.066443235 -5.9074587e-06 5.366 3.879 0.0 0.277
2279 429774 259.91341769 -1.1187355612 16.573 i 15.8821 502 7.059 3356.491 1503.697 0.073660173 0.05756614 0.098981343 8.039 2.939 -49.6 0.634
3287 246788 260.23351049 -1.0525934254 15.381 i 14.6465 1367 10.449 707.909 2051.06 0.015800033 0.018422976 -0.0035779367 8.194 7.193 26.9 0.122
3342 432158 260.02043732 -1.0530253805 17.231 i 16.2006 360 6.699 2470.981 2047.53 0.10657439 0.028284531 0.044251878 6.672 2.983 -75.3 0.553
3449 34015 260.19382234 -1.0430817161 15.196 i 14.706 1248 7.879 1036.306 2129.795 0.021484876 0.028753363 -0.025835417 9.245 5.094 37.1 0.449
3641 246793 260.23031767 -1.0372679758 16.746 i 16.2712 290 4.211 734.321 2177.894 0.066200681 0.10326805 -0.035879917 4.119 3.008 22.0 0.27
3704 21677 260.20573881 -1.0150293265 15.176 i 14.5391 1370 7.387 937.692 2361.949 0.020203121 0.022215966 0.0057131499 7.416 6.423 -35.3 0.134
3768 432159 260.07482699 -1.024778411 16.505 i 15.7729 625 13.943 2020.934 2281.298 0.0269765 0.026227258 -0.0028168063 6.306 5.97 52.4 0.053
4077 1060437 260.25139587 -1.008319274 16.689 i 16.3422 396 8.85 559.892 2417.46 0.043958467 0.076307222 0.069674015 6.785 3.186 -32.5 0.53
4125 429778 260.22243644 -1.006285166 17.19 i 16.5842 368 8.017 799.521 2434.308 0.050636988 0.052991316 -0.025027672 5.048 3.941 42.3 0.219
4133 246791 260.21834662 -0.99933309915 15.706 i 15.0851 1008 9.869 833.36 2491.844 0.021268047 0.019090785 -0.0012685988 7.27 6.83 74.9 0.061
4352 12325 260.11740355 -0.97963812148 14.909 i 14.1418 2409 15.273 1668.624 2654.868 0.010495784 0.0098550636 -3.9969945e-07 10.073 9.761 90.0 0.031
4877 1112187 260.12378114 -0.96079553428 17.344 i 16.7359 239 5.506 1615.848 2810.806 0.085053861 0.085235015 -0.0030726758 3.458 3.397 43.3 0.018
5224 246792 260.16666297 -0.93321657425 16.155 i 15.404 797 9.188 1261.004 3039.036 0.033875156 0.022073304 -0.022670677 8.112 4.954 58.8 0.389
5335 246787 260.14874262 -0.93078974458 16.895 i 16.2244 391 7.444 1409.29 3059.125 0.050609384 0.060510926 -0.044762257 5.535 3.57 38.8 0.355
5459 432154 259.90004308 -0.92384919532 17.322 i 16.5596 325 7.857 3467.231 3116.552 0.053628877 0.059776857 0.01939146 4.636 3.867 -36.2 0.166
7116 328255 260.03103713 -0.85443287093 17.04 i 14.3092 1773 10.565 2383.282 3691.06 0.010992212 0.023867631 -0.0079937344 10.075 6.324 15.9 0.372
