# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae37244.i.ut190425.1015_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
227 322613 87.167694871 -25.573564821 18.25 i 17.3242 258
511 80774 87.177863966 -25.51919059 15.874 i 14.2259 1886
585 322642 87.143507867 -25.519083416 17.71 i 16.6902 572
628 322648 87.19476569 -25.510693057 17.57 i 16.4142 559
697 9972 87.180119819 -25.477200522 15.874 i 13.1674 6407
698 322653 87.144598472 -25.503229508 17.77 i 16.3881 419
701 7874 87.159587244 -25.477905177 14.072 i 13.1443 8003
784 579365 87.192404975 -25.489330925 16.766 i 15.5843 797
787 80771 87.129040953 -25.485681633 16.548 i 15.0517 1109
816 322666 87.107120548 -25.487087062 18.01 i 16.3446 379
828 84693 87.26323881 -25.479651362 16.124 i 15.1371 1373
938 80783 87.306255657 -25.463685663 16.416 i 14.7793 1064
943 1188016 87.146807945 -25.466581344 17.14 i 16.7661 377
951 80778 87.214696858 -25.459435706 16.691 i 15.2989 943
1055 534085 87.160294392 -25.443401108 16.708 i 15.7681 915
1098 80781 87.253531501 -25.432705662 15.947 i 14.5429 2124
1108 80776 87.195062212 -25.437897289 16.267 i 14.9225 1134
1111 84695 87.273242601 -25.431334039 15.613 i 14.8137 1834
1296 80784 87.307053369 -25.406781092 16.193 i 14.7042 1405
1464 1188103 87.29913508 -25.381071079 17.76 i 16.8219 345
1474 322733 87.031199362 -25.379611659 18.29 i 16.9839 277
1519 80772 87.138239536 -25.364521063 15.467 i 14.2009 2335
1560 129641 86.927149562 -25.366299773 16.902 i 16.5122 389
1577 10891 87.340150784 -25.346564322 14.245 i 13.1757 6897
1625 84696 87.355335135 -25.356824911 16.529 i 15.4286 915
1626 80788 87.3907394 -25.345887614 15.908 i 14.6114 1894
1637 80785 87.361282995 -25.350173928 16.725 i 15.4062 856
1723 80789 87.406046321 -25.338796711 17.066 i 15.5507 604
1826 308285 87.419944478 -25.315534812 17.06 i 16.17 751
1852 136243 87.107726079 -25.301265179 15.357 i 14.2308 2922
1884 322760 87.180252675 -25.30959967 17.47 i 16.1492 540
1918 322762 87.377462476 -25.306882287 18.15 i 17.4271 211
1923 17726 87.08167173 -25.281725757 14.753 i 13.7239 4367
1942 322766 87.405617983 -25.300773359 17.9 i 17.4574 250
1972 136241 86.939235501 -25.290871064 15.352 i 14.3263 2115
1979 84692 87.151794614 -25.291390066 16.966 i 15.703 1035
1982 80777 87.198141299 -25.292057432 15.991 i 14.8741 1557
1993 84697 87.377089653 -25.289067358 15.96 i 14.9014 1136
2250 84686 86.974980511 -25.250245255 17.472 i 16.0794 451
2259 343609 87.328073173 -25.255986947 19.6 i 18.1485 126
2315 308282 87.033018099 -25.233440063 17.75 i 16.4651 473
2405 343602 87.287582393 -25.230613741 19.8 i 18.9795 63
2431 579706 87.002626375 -25.217247667 17.901 i 16.5628 434
2473 343608 87.196305511 -25.154394773 18.6 i 17.6745 228
2608 1188303 87.150332266 -25.169285086 18.62 i 16.8453 283
2665 665183 86.956934152 -25.178866883 17.854 i 16.4007 359
2668 322813 87.079094487 -25.193809964 18.15 i 16.996 319
2697 80787 87.388455957 -25.191396212 16.214 i 14.868 1267
2732 1188280 87.192239526 -25.192784066 18.02 i 17.2932 261
2742 322811 87.201164612 -25.196781832 18.76 i 18.4451 82
2767 343604 87.314346273 -25.132546559 19.2 i 17.8091 166
2809 129742 87.095349888 -25.204564591 18.1 i 16.3295 440
2825 84691 87.110250152 -25.213066967 16.572 i 15.8444 737
2883 80767 87.014806927 -25.146902322 15.952 i 14.5974 1613
2934 322833 87.171574701 -25.153561208 17.73 i 16.7835 433
3039 665184 87.114469828 -25.120439795 17.423 i 16.2026 447
