# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae37244.i.ut190428.4044_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
4 579197 87.000090248 -25.612335089 16.905 i 15.737 851
6 688192 87.005676575 -25.608217696 16.722 i 15.7872 722
103 33606 86.949957848 -25.555053296 15.264 i 14.2225 2178
193 37832 87.070794924 -25.567636679 15.569 i 13.9518 3487
238 308286 87.437159597 -25.577059027 17.13 i 16.7663 455
305 136244 87.11907616 -25.573305179 16.45 i 15.033 1169
322 322613 87.167668153 -25.573557583 18.25 i 17.1916 257
430 322620 87.039861074 -25.560016742 18.32 i 16.9447 273
509 322628 87.218741034 -25.550319467 18.12 i 17.2736 240
530 84687 86.976775698 -25.54697754 17.169 i 15.7741 589
575 112714 87.04860228 -25.542821712 17.76 i 16.1598 390
657 84685 86.965724257 -25.518919593 15.697 i 14.1842 2901
685 84699 87.425419529 -25.526302158 15.842 i 15.3266 1385
687 80774 87.177869888 -25.519191675 15.874 i 14.1642 1856
690 9972 87.180033156 -25.47726222 15.874 i 13.1368 6379
716 80768 87.039518006 -25.52148683 16.263 i 14.6332 1474
769 322642 87.143469692 -25.519077078 17.71 i 16.636 565
821 322648 87.19482196 -25.510792577 17.57 i 16.386 532
899 322653 87.144565874 -25.503197276 17.77 i 16.3519 453
996 579365 87.192397919 -25.489333649 16.766 i 15.5445 801
1014 80771 87.1290524 -25.485671789 16.548 i 14.9846 1080
1055 322666 87.107132336 -25.487083933 18.01 i 16.3036 349
1067 84693 87.2631999 -25.479650997 16.124 i 15.0394 1436
1170 1188016 87.146719528 -25.466606424 17.14 i 16.6883 411
1209 80783 87.306261357 -25.463679884 16.416 i 14.7244 1070
1236 80778 87.214701204 -25.459444663 16.691 i 15.2631 906
1365 534085 87.160289273 -25.443405995 16.708 i 15.6997 917
1415 84695 87.273254332 -25.431326502 15.613 i 14.7383 1947
1420 80781 87.253558678 -25.43270723 15.947 i 14.5007 2129
1443 80776 87.195045166 -25.43790234 16.267 i 14.8691 1135
1533 80780 87.245331195 -25.41678101 16.063 i 14.642 1271
1683 80784 87.307053799 -25.406776368 16.193 i 14.6604 1365
1885 1188103 87.299140473 -25.381108254 17.76 i 16.6537 381
1913 322733 87.031199404 -25.379623524 18.29 i 16.9753 269
1959 80772 87.138239027 -25.364523756 15.467 i 14.1403 2403
2008 10891 87.340138695 -25.346557353 14.245 i 13.0934 7435
2090 80788 87.390730034 -25.345893076 15.908 i 14.5565 2008
2103 84696 87.355325542 -25.35681597 16.529 i 15.3757 864
2114 80785 87.361271401 -25.350171858 16.725 i 15.3564 848
2230 80789 87.406046744 -25.338779646 17.066 i 15.4888 613
2323 17726 87.081682219 -25.281725667 14.753 i 13.6515 4639
2361 308285 87.419923713 -25.315528983 17.06 i 16.0723 740
2378 136243 87.107789653 -25.301259931 15.357 i 14.1786 3065
2399 80777 87.198156649 -25.292042306 15.991 i 14.8284 1554
2443 322760 87.180250052 -25.309600469 17.47 i 16.1018 530
2492 322762 87.377494976 -25.306893058 18.15 i 17.3694 198
2508 322766 87.405600222 -25.300824124 17.9 i 17.3572 267
2565 84692 87.151799042 -25.291409766 16.966 i 15.5969 1057
2567 136241 86.939238536 -25.29087536 15.352 i 14.2885 2011
2589 84697 87.377092126 -25.289053984 15.96 i 14.8548 1070
2893 84686 86.974990659 -25.250246453 17.472 i 16.0209 439
2911 343609 87.328040221 -25.25599491 19.6 i 18.1439 124
3013 308282 87.033020806 -25.233416347 17.75 i 16.3882 435
3087 343602 87.287619732 -25.230500895 19.8 i 18.9452 70
3120 579706 87.002613632 -25.217228343 17.901 i 16.5404 400
3360 665183 86.956940579 -25.178859798 17.854 i 16.3927 309
3420 80787 87.38847202 -25.191387863 16.214 i 14.8152 1316
3449 84691 87.110236838 -25.213054208 16.572 i 15.8021 691
3460 322813 87.079082078 -25.193801704 18.15 i 16.9563 316
3532 129742 87.095345337 -25.204567385 18.1 i 16.2417 457
3656 80767 87.014799794 -25.146878434 15.952 i 14.5345 1684
