# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae2371.i.ut190429.5127_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
62 635061 232.40057315 28.067227817 18.37 i 16.7313 387 5.531 125.493 437.214 0.1074481 0.072280712 0.13710713 7.237 2.495 -52.2 0.655
297 1136152 231.93080179 28.115530826 17.608 i 16.8698 246 3.339 3555.489 835.389 0.18745527 0.059155595 0.064140029 4.403 2.264 -76.7 0.486
511 2421986 231.90956612 28.162528774 18.75 i 17.3498 215 4.296 3709.853 1224.582 0.082202233 0.11375183 0.014333982 3.521 2.945 -12.2 0.164
535 489492 232.30685582 28.169788778 16.653 i 15.7585 828 7.759 811.27 1284.633 0.016032554 0.057533037 0.028437557 9.273 4.018 -17.2 0.567
542 1233903 232.03291394 28.170569428 18.34 i 16.9093 374 5.874 2809.847 1290.1 0.042955957 0.065814294 0.01168391 4.906 3.857 -13.5 0.214
666 635237 232.12975169 28.197692949 18.34 i 16.7504 253 3.328 2103.397 1514.407 0.10753844 0.094675265 0.027831599 3.414 2.931 -57.4 0.142
679 2422163 232.36948455 28.19954352 18.74 i 17.3411 229 4.71 354.879 1531.742 0.088219739 0.089168258 -0.0079418905 3.436 3.285 41.6 0.044
712 2422014 231.95913501 28.20744012 18.66 i 17.2137 244 4.776 3347.728 1595.742 0.072414197 0.095708288 0.013038619 3.761 3.204 -14.6 0.148
778 409365 232.09705695 28.229515605 15.819 i 15.1535 1275 9.312 2341.836 1777.76 0.014861935 0.027835269 0.016431533 9.587 5.606 -25.9 0.415
792 2422095 232.19294463 28.228153764 18.2 i 16.6575 346 4.725 1642.66 1766.694 0.034983333 0.12621874 0.0041767252 5.35 2.814 -1.3 0.474
849 453907 231.998156 28.248893102 17.67 i 16.1845 734 9.335 3062.829 1938.495 0.05127712 0.025512073 -0.050147269 9.899 3.875 58.6 0.609
