# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae1892.i.ut190429.5126_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
2 2422728 233.67899892 27.051491307 18.07 i 17.4112 197
109 336582 233.74536764 27.082190525 17.45 i 16.0014 968
284 62202 233.92718771 27.11842482 15.955 i 14.3672 2081
453 296203 233.86570659 27.150303215 16.9 i 15.9663 999
463 2422841 233.93135819 27.14235217 18.97 i 17.1332 220
471 71687 234.16363903 27.154902719 16.442 i 14.7315 1523
625 2422742 233.70764026 27.169737432 18.7 i 17.0606 207
757 2422939 234.10839432 27.188958663 18.67 i 16.8904 257
921 71699 233.93346403 27.230330556 16.241 i 15.321 1281
970 71704 233.97244693 27.247205943 15.795 i 14.3611 2060
1108 403224 234.13632533 27.257479861 18.05 i 16.6535 416
1234 14652 234.06332492 27.304241008 14.932 i 13.3819 4479
1302 403190 233.80289765 27.29165397 18.3 i 17.0344 274
1322 13997 233.81134851 27.324856166 14.691 i 13.2498 6497
1518 1233130 233.79691586 27.335726067 17.93 i 16.3362 418
1594 62201 233.81423791 27.35056388 15.52 i 14.522 2210
1688 71736 233.92450663 27.375326881 15.836 i 14.6879 1703
1766 403198 233.86603361 27.382553177 18.28 i 16.9026 270
1846 1143336 234.05789116 27.393256779 18.59 i 16.9965 244
1853 634175 234.16851922 27.396096673 18.67 i 16.6943 349
2257 1233250 233.65951041 27.457232859 18.99 i 17.1357 226
2268 2422758 233.74010229 27.474396285 19.09 i 17.2374 195
2347 1233261 233.80287295 27.466447205 18.6 i 16.9662 235
2516 379474 234.15392212 27.526156113 17.55 i 16.5311 594
