# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae1198.i.ut190425.1087_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
189 2423997 236.72160413 25.611348696 18.65 i 17.1544 285
311 2424052 236.88657006 25.639542669 18.71 i 16.9348 274
513 2424061 236.93578073 25.677648981 18.68 i 17.2655 196
917 2424025 236.80740714 25.778695586 18.15 i 16.47 333
983 501371 236.66548016 25.791843058 17.623 i 16.5226 446
1242 2424031 236.82746423 25.859184252 18.81 i 17.1757 268
1364 1421014 236.74137579 25.88873677 18.73 i 17.3065 271
1489 2424020 236.79474497 25.918956075 18.27 i 16.9439 435
1573 2424040 236.85242469 25.934521901 19.02 i 17.1595 253
1717 2423998 236.72290719 26.021741628 19.2 i 17.1581 199
1734 2423989 236.70163213 26.012378494 19.08 i 17.1728 266
1921 1412350 236.69820884 25.977456371 19.46 i 17.2227 182
2039 501551 236.67763337 26.013752122 18.078 i 15.9398 639
2115 2424006 236.74906345 26.025959735 18.84 i 17.3281 172
2162 71431 236.75588155 26.040356205 16.87 i 15.7636 883
