# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae25248.i.ut190425.1074_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
1988 242120 254.44514394 -2.1007974091 15.834 i 15.093 1048
2163 27561 254.82178994 -2.0747285275 15.88 i 14.1104 3632
2679 240311 254.74275625 -2.0409657357 15.757 i 14.9761 1275
2783 240313 254.65586292 -2.0366087 16.705 i 15.9647 718
2873 240312 254.72230974 -2.0296254154 16.584 i 15.8667 679
3566 1039406 254.68883785 -1.9805092012 17.789 i 16.7195 323
3965 14276 254.45654344 -1.934034865 14.769 i 13.8323 4166
4502 240305 254.59857851 -1.9049991135 16.487 i 15.8133 669
4636 327441 254.3460367 -1.8904603623 17.21 i 15.0399 1314
4941 1039405 254.73851545 -1.8718313701 17.321 i 16.4845 512
5001 429213 254.514326 -1.8020081688 17.115 i 16.2495 520
5314 1039407 254.69407237 -1.827658969 17.173 i 16.5064 413
5343 240301 254.52156505 -1.8318258275 15.523 i 14.7427 1525
5400 1044986 254.40393997 -1.8335673843 16.669 i 16.4105 564
5416 240302 254.51539569 -1.8353392616 16.077 i 15.3461 751
5438 240310 254.72908257 -1.8349836972 15.08 i 14.1016 2440
5475 327472 254.59795516 -1.8387313616 17.1 i 15.0664 1477
5787 242117 254.44138277 -1.8028586869 15.727 i 15.0038 1239
5878 242118 254.46923057 -1.8003626781 17.055 i 16.3745 462
6015 327497 254.43479806 -1.7993612842 16.06 i 13.7704 3363
6080 22399 254.34928644 -1.7971012382 15.252 i 14.3747 1964
6117 19554 254.39825805 -1.7963903055 15.179 i 14.0642 2340
