# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae14698.i.ut190429.5142_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
29 53935 244.25026806 19.11813761 15.419 i 15.1856 1532
84 126011 244.48564757 19.11777353 18.07 i 16.4843 526
174 623277 244.24401057 19.134637683 17.91 i 16.4741 326
334 1225414 244.31179165 19.162278698 18.56 i 16.9318 330
780 454668 244.34179407 19.241548978 17.65 i 16.3829 422
790 1225509 244.15705123 19.240588585 18.3 i 16.8272 178
884 1409024 244.456357 19.257235298 18.29 i 17.0876 258
1471 294882 244.37350827 19.366412954 17.7 i 16.3821 579
1618 1412310 244.21229952 19.385557197 19.15 i 17.3023 173
1689 623792 244.3241856 19.401818877 17.382 i 15.6997 824
1911 1225760 244.16533343 19.431132261 18.34 i 16.9651 365
1951 1225773 244.43099473 19.439190199 18.38 i 17.1124 360
2027 1225785 244.43135539 19.448693603 18.52 i 17.141 203
2052 1225796 244.51846917 19.454877459 18.58 i 16.9764 322
2064 1411975 244.51713864 19.457019828 18.59 i 17.1905 301
2091 623914 244.43179175 19.466044603 17.148 i 15.5447 896
2097 62510 244.19780068 19.474731026 15.754 i 14.6548 3105
2162 20983 244.19033315 19.52138573 14.569 i 13.6794 4401
2203 1409050 244.5473881 19.480582966 18.8 i 17.6384 173
2255 623957 244.2277034 19.492534898 18.377 i 16.6245 444
2264 1135275 244.40133773 19.490728607 18.47 i 17.012 230
2292 1225850 244.53094104 19.497259461 18.4 i 16.975 407
2546 334798 244.57406396 19.533734271 17.91 i 16.9215 330
2620 687982 244.28269741 19.498205304 17.81 i 16.6885 256
2640 624032 244.57954669 19.530590353 18.04 i 16.7242 448
