# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae2371.i.ut190429.5127_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
62 635061 232.40057315 28.067227817 18.37 i 16.7313 387
297 1136152 231.93080179 28.115530826 17.608 i 16.8698 246
511 2421986 231.90956612 28.162528774 18.75 i 17.3498 215
535 489492 232.30685582 28.169788778 16.653 i 15.7585 828
542 1233903 232.03291394 28.170569428 18.34 i 16.9093 374
666 635237 232.12975169 28.197692949 18.34 i 16.7504 253
679 2422163 232.36948455 28.19954352 18.74 i 17.3411 229
712 2422014 231.95913501 28.20744012 18.66 i 17.2137 244
778 409365 232.09705695 28.229515605 15.819 i 15.1535 1275
792 2422095 232.19294463 28.228153764 18.2 i 16.6575 346
849 453907 231.998156 28.248893102 17.67 i 16.1845 734
859 1150541 232.02130354 28.251727703 17.59 i 16.174 764
875 489582 232.08167382 28.249887825 17.97 i 16.3569 538
921 2422059 232.09537179 28.261646533 18.08 i 16.753 340
975 2422096 232.19440468 28.274900717 18.8 i 17.392 190
1006 635358 232.23513586 28.289590287 16.745 i 15.2077 1090
1060 53128 232.36593535 28.309365645 15.175 i 14.5475 2383
1090 471120 232.13402848 28.304844816 17.276 i 15.7408 798
1096 1234022 232.20627997 28.302797127 18.13 i 16.7267 472
1169 460161 232.14811203 28.317402862 18.07 i 16.3691 383
1233 472186 232.15839153 28.333291358 16.83 i 15.204 991
1238 635423 232.33671124 28.336799416 16.792 i 16.1061 667
1320 2422065 232.11563803 28.351012763 18.34 i 16.9973 274
1342 1234076 232.08252722 28.362343135 18.24 i 16.7952 424
1423 2422051 232.06662156 28.372631155 18.22 i 16.8657 267
1450 2422088 232.16927923 28.378694814 18.53 i 17.321 254
1452 1234091 232.26147771 28.380709726 18.66 i 17.3592 298
1703 489772 231.88537978 28.437196266 17.37 i 15.6968 558
1742 489824 232.01731898 28.50207919 17.755 i 16.153 584
1802 403044 232.11468707 28.461583001 18.3 i 17.5024 232
1835 1150568 232.06018033 28.475613327 18.17 i 16.5852 303
2167 489847 232.11283405 28.522315791 17.398 i 16.1358 628
