# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae14697.i.ut190425.1079_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
76 623258 243.7258163 19.125593804 17.386 i 16.1394 463
319 334695 243.9691827 19.174381774 18.37 i 17.3836 243
393 1225456 243.73440279 19.198309979 18.23 i 16.7306 313
597 454653 243.86930221 19.226108071 16.783 i 15.9221 826
611 1430173 243.74784516 19.226501805 18.66 i 17.4051 211
648 623475 243.83993225 19.235173543 17.99 i 16.5085 385
836 454695 243.71856539 19.277890615 16.64 i 15.7818 846
875 1225565 244.03620147 19.279404102 18.22 i 16.9052 268
932 623579 243.93439263 19.291828099 18.32 i 16.6709 365
954 53969 243.5471445 19.31498942 15.382 i 14.5906 3135
987 334732 244.01035453 19.301954823 18.76 i 17.3449 221
1081 1412278 243.58442176 19.319180115 19.83 i 18.5309 89
1093 623648 243.74712444 19.325524315 17.579 i 16.3139 490
1214 623699 243.88068021 19.351081225 17.797 i 16.327 420
1227 1225661 244.03049521 19.350276579 18.44 i 17.0098 273
1228 1225664 243.69353909 19.353155543 17.98 i 16.8949 395
1290 454775 243.98552121 19.366491937 18.15 i 16.4878 373
1410 1225704 243.70667216 19.386656713 18.84 i 17.1879 247
1427 623777 243.96674558 19.391636324 18.14 i 16.6386 383
1457 454814 243.76822621 19.398226454 17.78 i 16.7168 438
1502 1225733 243.66579046 19.405675114 18.5 i 17.2804 188
1619 1416771 243.87319106 19.431539605 19.23 i 17.4021 195
1623 334770 243.94994097 19.434446262 17.93 i 16.7122 355
1670 126049 243.91374465 19.443903025 18.03 i 16.7833 323
1755 1144613 243.83254399 19.464957556 17.84 i 16.689 457
2120 334799 243.81161244 19.534349268 18.22 i 16.9324 277
2320 624127 243.85337155 19.578505087 18.43 i 16.9019 343
