# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae25248.i.ut190429.5100_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
2489 27561 254.82166413 -2.0747087064 15.88 i 14.0865 4514 18.775 479.26 1816.239 0.0027918338 0.007146576 -0.00052575686 18.98 11.816 3.4 0.377
3257 240311 254.74275408 -2.04096178 15.757 i 14.9743 1423 7.59 1131.864 2095.597 0.024073102 0.014592092 0.0028179325 8.337 6.418 -81.7 0.23
3369 240313 254.65586974 -2.0365957244 16.705 i 15.9794 921 10.921 1850.451 2131.771 0.023106268 0.025207007 0.011078678 7.348 5.793 -39.6 0.212
3477 240312 254.72231114 -2.0296213531 16.584 i 15.8628 847 8.845 1300.934 2189.462 0.029580606 0.030186953 -0.0054342607 6.069 5.537 41.8 0.088
4262 1039406 254.68884255 -1.9805057745 17.789 i 16.7027 368 5.71 1577.722 2595.953 0.051043957 0.069714628 0.03420895 4.945 3.539 -30.7 0.284
4696 14276 254.456584 -1.9339851047 14.769 i 13.7843 5224 13.94 3498.753 2980.913 0.0050288988 0.0090441424 0.0070735025 18.35 9.49 -30.2 0.483
5338 240305 254.59853604 -1.9050284105 16.487 i 15.8067 783 6.694 2324.644 3220.611 0.029794069 0.037969608 0.010427893 6.057 4.969 -26.0 0.18
5831 1039405 254.73850359 -1.8718327354 17.321 i 16.5107 576 6.891 1166.905 3495.295 0.018566858 0.086538605 -0.030113269 8.063 3.338 11.9 0.586
6147 240302 254.51540784 -1.8353425138 16.077 i 15.3201 890 4.964 3012.256 3797.306 0.025853623 0.054605436 0.0064581614 6.263 4.265 -6.3 0.319
6151 1039407 254.69407708 -1.827651378 17.173 i 16.4424 511 6.366 1534.36 3860.96 0.061317191 0.03363128 0.020143056 5.74 3.935 -72.0 0.314
6184 240301 254.52155059 -1.8318079062 15.523 i 14.7009 1785 8.283 2961.447 3826.561 0.019154334 0.01303589 -0.00035281648 8.76 7.225 88.3 0.175
6237 327472 254.59791669 -1.8387118295 17.1 i 14.9965 1972 11.599 2329.77 3769.442 0.017346907 0.01032971 -0.010091267 11.401 7.074 62.4 0.38
6329 22978 254.72906481 -1.8349963108 16.18 i 14.0959 2823 9.8 1244.955 3800.157 0.0099830618 0.015461113 0.0096827503 11.818 7.395 -30.3 0.374
