# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae14697.i.ut190429.5141_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
99 623258 243.72580473 19.125585853 17.386 i 16.0857 396
366 334695 243.96915314 19.174320749 18.37 i 17.4231 206
458 1225456 243.73438682 19.198297815 18.23 i 16.7332 266
683 454653 243.86930097 19.226105546 16.783 i 15.851 734
694 1430173 243.74783529 19.226513458 18.66 i 17.3655 171
725 623475 243.8398789 19.235177215 17.99 i 16.4649 323
789 1225522 244.08457529 19.246552922 18.62 i 17.1406 249
925 454695 243.71853974 19.277901523 16.64 i 15.723 756
971 1225565 244.0361994 19.279415083 18.22 i 16.9027 221
1036 623579 243.9343637 19.291815653 18.32 i 16.6933 291
1091 334732 244.01035255 19.301970003 18.76 i 17.282 181
1194 1412278 243.5844025 19.319207575 19.83 i 18.4519 71
1203 623648 243.74711849 19.325548164 17.579 i 16.2735 429
1341 623699 243.88067757 19.351095036 17.797 i 16.2644 353
1360 1225661 244.03048227 19.350288316 18.44 i 17.0482 218
1362 1225664 243.69350232 19.353180742 17.98 i 16.8247 331
1453 454775 243.98550041 19.366509669 18.15 i 16.4674 261
1567 1225704 243.70665801 19.386675962 18.84 i 17.1591 204
1586 623777 243.96673879 19.391666365 18.14 i 16.6046 290
1615 454814 243.76819694 19.398235315 17.78 i 16.659 395
1658 1225733 243.66579211 19.40568671 18.5 i 17.2262 149
1791 1416771 243.87317702 19.431560911 19.23 i 17.3709 168
1796 334770 243.94991474 19.434465003 17.93 i 16.6706 303
1846 126049 243.91375512 19.443907926 18.03 i 16.6958 285
1945 1144613 243.83249763 19.464949481 17.84 i 16.6884 411
2186 1225853 243.9349031 19.498862245 18.52 i 17.4138 224
2517 334799 243.81159375 19.534325232 18.22 i 16.7683 244
2706 624127 243.8533791 19.578511737 18.43 i 16.8283 295
