# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae31407.i.ut190428.4033_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
23 210522 68.355964495 -13.685917649 15.926 i 15.8162 271
125 84612 68.288195779 -13.622782639 16.537 i 15.7439 290
142 25386 68.277322889 -13.599217355 15.206 i 14.1724 1057
182 308215 68.410659293 -13.595872209 17.54 i 17.1782 22
249 80589 68.328069366 -13.549581996 15.504 i 14.581 602
282 84625 68.410905876 -13.526550376 16.897 i 15.9034 237
299 30794 68.327907484 -13.513087625 15.235 i 14.3246 896
308 84620 68.356848608 -13.515474632 16.213 i 15.2007 449
338 84605 68.011296496 -13.496582688 16.164 i 15.897 316
390 80588 68.31442348 -13.463163493 16.129 i 14.879 543
393 323965 68.297573322 -13.466808429 18.46 i 17.3107 62
425 309285 68.371353901 -13.446837938 17.96 i 16.5326 115
433 84618 68.33409069 -13.43945666 15.955 i 15.2547 313
445 210521 68.398951689 -13.424252756 15.978 i 14.934 542
481 80573 68.065714362 -13.400836034 15.52 i 14.5066 803
495 86430 68.225763912 -13.397362147 16.905 i 16.5776 165
496 86434 68.286258882 -13.396052033 18.04 i 16.5354 139
497 80578 68.12151006 -13.393296787 16.016 i 14.7826 566
501 309281 68.345193518 -13.394162927 17.99 i 17.3467 43
514 84616 68.324598834 -13.382990865 16.232 i 15.2792 311
517 32978 68.379005914 -13.37943185 15.727 i 14.5556 594
520 84621 68.391388781 -13.380860786 16.52 i 15.3524 328
523 33241 68.220560281 -13.375986601 15.788 i 14.505 658
552 84611 68.287392231 -13.36398953 16.847 i 15.8284 256
588 86436 68.335435361 -13.347429271 17.467 i 16.3802 150
590 27123 68.428050995 -13.339882562 15.744 i 14.453 615
594 84627 68.414973293 -13.342347756 16.275 i 15.2054 373
596 308210 68.347423037 -13.339065232 17.07 i 16.2107 130
605 86435 68.310189062 -13.33035445 18.04 i 16.4598 150
629 86431 68.227951782 -13.315351956 17.72 i 16.4007 153
631 309290 68.38976046 -13.314625734 18.25 i 16.8072 126
642 84610 68.227467535 -13.301994458 16.337 i 15.2614 387
652 84628 68.420640175 -13.300454373 16.575 i 15.5212 271
666 86437 68.400498099 -13.24523396 17.576 i 16.2139 140
685 309288 68.381151949 -13.281810559 18.21 i 16.7659 125
687 309289 68.383619067 -13.255067771 18.26 i 16.8994 107
695 80585 68.25039691 -13.266749629 15.871 i 14.5582 628
698 323986 68.090742589 -13.263425818 17.8 i 17.4966 29
703 84603 67.991390166 -13.270886469 16.188 i 15.0166 398
709 80577 68.113374103 -13.265999955 15.637 i 14.5215 715
719 3098 68.40768984 -13.261945959 13.597 i 12.828 3656
730 535293 68.388214826 -13.286811167 17.576 i 16.5918 133
758 323981 68.204499162 -13.295137211 17.64 i 16.435 150
765 84617 68.33006907 -13.276342279 16.168 i 15.0504 486
767 43041 68.084573971 -13.236411226 15.71 i 15.9837 165
777 210513 68.131535755 -13.207003012 15.76 i 14.5825 806
786 309277 68.296105077 -13.236181986 18.18 i 17.1297 46
787 84619 68.339741896 -13.220515157 16.514 i 15.3115 288
799 309276 68.278769413 -13.210446155 18.54 i 16.6557 126
809 84622 68.400693751 -13.236123457 16.52 i 16.0491 179
