# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae14544.i.ut190429.5140_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
133 126068 241.70660517 19.626769509 15.908 i 14.8687 1384 9.796 2202.26 486.746 0.0061176615 0.056061342 -0.0096219862 13.294 4.206 5.5 0.684
225 496615 241.98774594 19.644097268 16.938 i 16.2969 494 6.555 10.97 632.037 0.036519043 0.050733827 -0.021485841 5.703 4.207 28.3 0.262
719 135004 241.57926279 19.763449775 15.513 i 15.0111 1967 13.315 3194.095 1618.237 0.010730448 0.009700398 -0.0027902797 10.704 9.244 55.1 0.136
787 70125 241.6193448 19.753390293 16.727 i 15.4704 855 6.095 2881.96 1534.8 0.020898251 0.055900205 -0.024257917 7.646 4.093 17.4 0.465
798 305440 241.51985004 19.760681721 17.68 i 16.5713 504 9.398 3656.853 1595.741 0.077515438 0.029201133 -0.065177418 8.841 3.263 63.3 0.631
1011 496772 241.55038381 19.794072449 17.84 i 16.4885 481 6.237 3418.792 1871.847 0.039230067 0.06590683 0.054563902 6.711 3.472 -32.0 0.483
1322 70146 241.80833179 19.858254521 16.591 i 15.4199 918 8.614 1410.516 2402.76 0.042670231 0.019962993 0.0029354659 7.094 4.836 -86.3 0.318
1335 451806 241.64187434 19.856250022 16.392 i 15.6256 763 8.395 2706.185 2385.981 0.016374631 0.070270836 0.034229644 9.366 3.646 -16.2 0.611
1442 1127776 241.63595178 19.872108654 18.32 i 17.0631 221 4.268 2752.235 2517.242 0.075758211 0.1328792 -0.046482351 3.849 2.662 19.6 0.308
1509 301954 241.8568991 19.894988378 16.65 i 15.5778 907 9.352 1032.76 2707.062 0.047415018 0.014855184 0.026816349 9.978 4.376 -70.3 0.561
1743 1226433 241.79816588 19.937747116 18.12 i 16.9574 310 6.429 1490.026 3060.583 0.21947715 0.018859705 0.043116692 7.769 2.123 -83.9 0.727
2106 624940 241.5145743 20.048720216 18.13 i 16.9827 228 3.978 3695.319 3979.57 0.098379932 0.095080622 0.0077475472 3.288 3.148 -56.5 0.043
2553 334930 241.60947768 20.011796942 17.97 i 16.6955 325 6.007 2957.662 3673.384 0.031120002 0.14377981 -0.052332625 6.282 2.586 12.5 0.588
