# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae0520.i.ut190429.5134_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
102 629398 239.0482057 24.093054199 18.171 i 16.6561 262
117 629407 239.14995978 24.097195214 16.767 i 16.069 644
174 500040 239.07052964 24.107647154 17.033 i 15.4733 808
434 1229519 239.18991206 24.157312745 18.33 i 16.8412 227
514 1229536 239.05816136 24.17233682 19.19 i 17.3845 159
597 629541 239.24476726 24.193435595 16.674 i 15.561 788
744 500140 238.991946 24.22509343 17.477 i 16.0901 456
763 335854 239.21394279 24.227443082 18.62 i 17.2046 195
877 335865 239.21895301 24.264930601 18.31 i 16.7421 366
894 2424656 238.88403074 24.254838489 18.32 i 16.6364 275
961 450503 238.97083897 24.273168513 17.183 i 16.4054 329
1019 629640 238.87970243 24.281354284 18.42 i 16.9477 237
1040 1229649 238.8211522 24.285256174 18.57 i 17.2911 252
1134 629674 239.19159049 24.307946606 18.35 i 16.8881 218
1163 1412342 239.18692444 24.315678945 18.75 i 17.2589 212
1259 71095 238.98649615 24.342042405 17.75 i 16.2828 433
1316 1436693 238.79809629 24.350472636 20.36 i 18.1469 98
1473 71108 239.01861134 24.399548998 17.88 i 16.4308 498
1474 362249 239.02322974 24.390797722 18.85 i 17.3774 257
1494 1229746 239.05183157 24.394041313 18.71 i 17.1072 186
1573 24410 239.01635208 24.448076853 15.091 i 13.6825 4158
1623 629841 239.14470665 24.424295921 17.92 i 15.9192 509
1648 500285 239.02879711 24.429253552 16.881 i 15.8695 591
1684 500291 239.04658872 24.434979234 17.016 i 15.5653 683
1786 1229817 239.18224242 24.449220486 18.99 i 17.2069 202
1789 1229819 239.13538076 24.450394731 18.73 i 16.9833 230
1821 362250 239.08769617 24.457694754 18.23 i 17.1287 265
1895 451517 238.92857991 24.495728036 17.447 i 15.9341 655
1979 629950 239.16465164 24.505747212 18.65 i 16.7527 252
2043 26830 238.93873176 24.493933262 15.462 i 14.3235 2284
2077 1229856 239.14211765 24.485498019 18.52 i 17.318 261
2147 71137 239.04780594 24.559590758 17.679 i 16.2576 322
2208 500344 239.12205328 24.523702063 17.452 i 16.4673 310
2307 1151627 238.95012956 24.4866736 17.83 i 16.283 392
