# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae26547.i.ut190425.1063_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
991 430569 255.99520313 -4.6581840454 16.56 i 16.4753 401 6.666 3341.76 995.768 0.045309916 0.056605987 0.0097457329 4.795 4.137 -20.4 0.137
1547 1078493 256.00406395 -4.6073198092 17.033 i 16.5919 253 4.063 3268.742 1416.73 0.075615227 0.10991961 -0.0016213147 3.637 3.016 1.4 0.171
2162 1088065 255.87469517 -4.5500545385 17.035 i 16.3029 431 6.794 4336.098 1890.373 0.043613892 0.053842098 0.02149546 5.211 4.061 -32.3 0.221
2318 1078494 256.04819493 -4.5363422924 17.696 i 17.2859 209 4.665 2904.762 2004.183 0.11506864 0.083820544 -0.07844948 4.18 2.657 55.9 0.364
2846 1078531 256.2008859 -4.4881490765 17.684 i 17.2433 186 3.794 1645.03 2403.029 0.098562188 0.12345346 0.039253931 3.375 2.729 -28.8 0.191
2995 255798 255.92336931 -4.4669980646 15.807 i 15.2455 1026 9.33 3934.733 2577.869 0.022965968 0.026701516 -0.0077551077 6.979 5.858 32.1 0.161
3732 1078530 256.20102166 -4.4034860869 18.083 i 17.438 197 5.75 1643.84 3103.69 0.075032771 0.10857583 0.047720272 3.996 2.875 -27.4 0.28
3803 1088066 255.86846104 -4.3933121621 17.662 i 16.6119 381 7.514 4387.99 3187.548 0.062941015 0.036354065 0.0098716654 5.31 3.958 -79.8 0.255
4037 35905 255.89466295 -4.3673444367 15.447 i 14.9767 1246 9.714 4171.848 3402.527 0.020951064 0.022599831 -0.0037464332 7.119 6.479 33.1 0.09
4133 1078500 256.1574043 -4.362272853 17.337 i 17.007 320 6.988 2003.732 3444.791 0.11665414 0.036177356 -0.072144635 6.685 2.769 69.1 0.586
4762 1078501 256.07627859 -4.3096834543 17.076 i 16.7464 397 8.377 2673.205 3880.009 0.045201804 0.043860842 0.024244267 5.556 4.201 -46.6 0.244
5216 12384 255.8614459 -4.28196 14.504 i 14.0756 0 13.257 4446.213 4109.081 0.0092465542 0.0086081224 0.0003395309 10.805 10.376 -76.0 0.04
