# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae14544.i.ut190425.1080_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
84 126068 241.70675675 19.626747248 15.908 i 15.008 1325
642 70125 241.61929449 19.753383272 16.727 i 15.5523 940
651 135004 241.57924037 19.763450217 15.513 i 15.0895 2003
652 305440 241.51982802 19.76067176 17.68 i 16.6609 534
840 496772 241.55035695 19.794065914 17.84 i 16.5661 500
1085 70146 241.80833649 19.858246556 16.591 i 15.5039 968
1102 451806 241.64185101 19.856231875 16.392 i 15.7189 809
1197 1127776 241.63593238 19.872080723 18.32 i 17.1807 255
1245 301954 241.85689214 19.894980925 16.65 i 15.628 965
1451 1226433 241.79815116 19.937767686 18.12 i 17.0183 333
1485 268006 241.45426257 19.938679531 18.37 i 17.0621 272
1774 624940 241.51459696 20.048697046 18.13 i 17.0471 266
1943 334930 241.60947637 20.011786131 17.97 i 16.8 353
