# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae2365.i.ut190425.1092_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
91 131683 235.42782423 28.07105733 16.535 i 15.7324 616
147 397244 235.49963783 28.081603319 18.75 i 17.3643 233
259 377982 235.56529148 28.113280446 17.75 i 16.7693 406
270 12416 235.47576486 28.134045819 14.319 i 13.0752 8549
338 397242 235.43889938 28.133811735 18.23 i 17.2224 284
598 134985 235.34393459 28.229937294 14.55 i 13.9075 5088
680 134987 235.49700691 28.24071373 15.86 i 14.9289 2021
748 489590 235.54015735 28.256967528 16.828 i 15.2052 1157
802 489602 235.46493767 28.265985768 17.423 i 16.0719 669
872 58891 235.43366193 28.286812468 16.266 i 15.5409 1024
1249 397239 235.31580547 28.388895147 17.77 i 16.8409 364
1433 336929 235.6512831 28.432134073 18.17 i 17.0509 314
1553 1234168 235.61710586 28.467363747 17.97 i 16.8543 437
