# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae2365.i.ut190429.5131_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
101 131683 235.42781258 28.071064467 16.535 i 15.6704 642
162 397244 235.49961175 28.081597083 18.75 i 17.2956 247
299 377982 235.56526117 28.113371778 17.75 i 16.6231 504
315 12416 235.47578271 28.134056771 14.319 i 13.0185 9083
412 397242 235.43896372 28.13383469 18.23 i 17.1457 324
731 134985 235.34389014 28.229958627 14.55 i 13.8346 5746
822 134987 235.49699353 28.240720918 15.86 i 14.8925 2261
912 489590 235.5401606 28.256959284 16.828 i 15.1318 1326
975 489602 235.4649368 28.265962101 17.423 i 16.0561 735
1050 58891 235.43363558 28.286796418 16.266 i 15.4853 1138
1515 397239 235.31583082 28.388915208 17.77 i 16.7589 390
1738 336929 235.6512609 28.432148995 18.17 i 16.987 371
1901 1234168 235.61706769 28.467308001 17.97 i 16.705 507
