# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae1198.i.ut190429.5133_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
219 2423997 236.72162554 25.61133861 18.65 i 17.0516 285
353 2424052 236.88658398 25.639552165 18.71 i 16.8946 240
569 2424061 236.93578465 25.677647291 18.68 i 17.211 175
1013 2424025 236.80740773 25.778698459 18.15 i 16.3827 302
1078 501371 236.66547824 25.791839712 17.623 i 16.4607 391
1357 2424031 236.82747274 25.859201582 18.81 i 16.9774 261
1483 1421014 236.74139278 25.888739738 18.73 i 17.3026 260
1618 2424020 236.79476385 25.91894509 18.27 i 16.8424 412
1712 2424040 236.8524194 25.934529519 19.02 i 17.1498 229
1922 2423989 236.70167175 26.012367034 19.08 i 17.1072 243
2103 1412350 236.69821721 25.97745361 19.46 i 17.1774 158
2237 2423998 236.72294552 26.021719801 19.2 i 17.1735 185
2304 2424006 236.74902935 26.025936742 18.84 i 17.2126 172
2319 71431 236.75583278 26.040353701 16.87 i 15.6639 862
2323 501551 236.67764767 26.013798633 18.078 i 15.8176 626
