# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae1198.i.ut190429.5133_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
219 2423997 236.72162554 25.61133861 18.65 i 17.0516 285 6.9 2306.778 670.08 0.036343414 0.10289797 -0.030034464 5.496 3.07 12.1 0.441
353 2424052 236.88658398 25.639552165 18.71 i 16.8946 240 4.195 1076.007 904.27 0.0993632 0.090489298 -0.00031411994 3.324 3.172 89.0 0.046
569 2424061 236.93578465 25.677647291 18.68 i 17.211 175 3.279 709.413 1220.048 0.13304314 0.12284482 -0.0083385566 2.871 2.726 70.4 0.05
1013 2424025 236.80740773 25.778698459 18.15 i 16.3827 302 3.817 1667.428 2055.304 0.082876556 0.08844918 0.012049492 3.557 3.292 -32.6 0.075
1078 501371 236.66547824 25.791839712 17.623 i 16.4607 391 6.31 2725.07 2164.001 0.032910943 0.10730002 -0.058286268 6.615 2.919 19.0 0.559
1357 2424031 236.82747274 25.859201582 18.81 i 16.9774 261 7.522 1518.396 2721.638 0.063808776 0.069420435 0.0056608482 3.996 3.764 -22.6 0.058
1483 1421014 236.74139278 25.888739738 18.73 i 17.3026 260 6.048 2159.473 2965.822 0.057753485 0.13665615 -0.11396445 5.987 2.451 27.7 0.591
1618 2424020 236.79476385 25.91894509 18.27 i 16.8424 412 8.14 1762.232 3215.916 0.036206111 0.046936098 0.013319216 5.503 4.467 -25.6 0.188
1712 2424040 236.8524194 25.934529519 19.02 i 17.1498 229 4.811 1333.196 3345.201 0.12790488 0.056393027 -0.037675492 4.397 2.747 76.1 0.375
1922 2423989 236.70167175 26.012367034 19.08 i 17.1072 243 5.052 2454.995 3988.969 0.037709437 0.11129972 0.045918018 5.667 2.913 -16.0 0.486
2103 1412350 236.69821721 25.97745361 19.46 i 17.1774 158 2.7 2480.757 3700.033 0.19070584 0.11484656 0.025522321 2.978 2.277 -80.7 0.235
2237 2423998 236.72294552 26.021719801 19.2 i 17.1735 185 4.598 2296.767 4066.352 0.1167924 0.1146328 0.046922602 3.293 2.68 -46.3 0.186
2304 2424006 236.74902935 26.025936742 18.84 i 17.2126 172 3.183 2102.787 4101.261 0.13098957 0.13052543 -0.024340846 2.904 2.645 45.5 0.089
2319 71431 236.75583278 26.040353701 16.87 i 15.6639 862 9.405 2052.216 4220.585 0.021826761 0.025703087 -0.0034393354 6.872 6.16 20.8 0.104
2323 501551 236.67764767 26.013798633 18.078 i 15.8176 626 12.338 2633.671 4000.871 0.018616635 0.051925082 -0.0092624761 7.457 4.362 7.8 0.415
