# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae15411.i.ut190429.5143_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
2 334301 241.16448733 17.616237648 17.95 i 16.6859 492
86 65874 241.17850103 17.638662373 16.467 i 14.9881 1494
89 62397 241.20421879 17.644205132 16.971 i 15.6571 700
118 53153 241.12014085 17.648753155 16.512 i 15.1139 1060
407 19688 241.16487972 17.70077528 14.75 i 13.5258 5695
415 334316 241.08779988 17.681102738 18.34 i 16.9558 352
417 69733 241.17591407 17.683672573 16.6 i 15.1785 903
432 69735 241.21414987 17.684933301 17.454 i 16.1138 430
454 334319 241.10071803 17.688741308 18.26 i 17.0231 356
471 334320 241.1573445 17.689457417 18.54 i 17.2587 263
552 69740 241.11090998 17.698740782 17.96 i 16.511 333
638 137117 241.13219647 17.721210529 17.41 i 14.1925 1952
732 397402 241.31448456 17.724123126 18.38 i 17.0063 272
750 334328 241.23427089 17.726489736 18.22 i 16.8712 315
836 69751 241.34312953 17.742811032 17.33 i 15.9918 838
839 69752 241.23831004 17.744385317 17.169 i 15.9546 754
862 125867 241.25885872 17.744248506 17.64 i 16.2836 454
877 62621 241.33381158 17.74669928 18.02 i 16.5746 347
929 53196 241.37756767 17.768737584 15.572 i 14.562 2258
937 361002 241.04110193 17.756840085 18.81 i 17.3531 207
941 22398 241.25545825 17.775505953 14.964 i 13.6343 3681
968 621259 241.09076044 17.761988693 18.207 i 16.6988 267
972 378617 241.17791235 17.765059287 17.84 i 16.7234 307
1045 1418130 241.1959102 17.778235995 18.66 i 17.3878 290
1049 334352 241.33772882 17.781985399 18.02 i 16.6368 388
1079 69774 241.31055667 17.800266046 16.664 i 15.199 1441
1084 18545 241.40338869 17.802121948 14.898 i 13.6762 4357
1125 268199 241.26950949 17.795808289 18.54 i 16.9408 302
1144 1224036 241.08483344 17.797451551 18.49 i 17.341 328
1211 495371 241.16694486 17.809846861 16.761 i 15.7668 767
1212 397407 241.38276988 17.80729945 18.82 i 17.4186 168
1252 69781 241.28348448 17.815404077 17.88 i 16.517 412
1268 334362 241.36516974 17.816211119 18.02 i 16.6569 324
1271 377999 241.26730215 17.817649565 17.8 i 16.4305 354
1289 62400 241.25686818 17.831295861 16.328 i 14.6604 909
1309 478085 241.15770381 17.835865308 15.865 i 14.7004 2319
1336 69786 241.0330464 17.830572576 16.856 i 15.8757 573
1442 62408 241.34392429 17.855075667 15.977 i 14.5739 2256
1488 301803 241.29387434 17.854238808 17.88 i 16.7396 395
1504 23033 241.24869367 17.870359723 14.812 i 13.6754 3657
1541 397405 241.36368484 17.859300282 18.69 i 17.3609 192
1558 62383 241.09571041 17.878257031 16.052 i 14.6606 2474
1716 62409 241.36087634 17.909985536 15.5 i 14.3339 2701
1894 495483 241.31111945 17.911698943 18.08 i 16.5428 322
1938 472905 241.37275237 17.928537153 16.065 i 14.6987 1451
1963 495501 241.11573799 17.924422593 17.73 i 16.4382 367
1966 267999 241.43813461 17.926159247 17.92 i 16.5781 397
2098 10800 241.38042494 17.963718553 14.433 i 13.2843 5140
2130 1408380 241.2135655 17.951544947 18.58 i 16.8281 278
2135 1224161 241.1381166 17.950137812 18.71 i 17.2433 206
2158 334390 241.3404601 17.957535383 18.3 i 17.2029 245
2228 62407 241.34166993 17.97027683 16.717 i 15.3821 922
2239 361031 241.35695028 17.966785916 18.67 i 17.3478 216
2268 62380 241.04274855 17.980780299 16.363 i 14.9891 1245
2303 142008 241.10953281 17.987409648 16.226 i 15.1653 1283
2460 268193 241.23162549 18.006269501 18.57 i 17.0708 245
2703 62391 241.16634688 18.032277794 16.384 i 14.915 815
2757 1224223 241.09274663 18.026061383 18.34 i 17.0806 318
2999 478086 241.21795334 18.104553572 16.947 i 15.7362 764
3028 454311 241.07592345 18.103093226 17.403 i 15.899 536
