# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae16234.r.ut190425.1113_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
94 6736 247.40067661 15.658471711 14.261 r 13.4173 5092 11.006 2022.646 541.768 0.003968772 0.012752343 0.0046021799 17.144 8.665 -13.8 0.495
699 361364 247.22496763 15.760656514 18.3 r 17.2365 284 5.335 3422.241 1387.835 0.075719841 0.064750254 -0.030575098 4.304 3.401 54.9 0.21
830 1222377 247.21054443 15.785419406 19.01 r 17.6129 213 4.518 3536.96 1592.855 0.05519646 0.15943059 0.094096482 5.192 2.373 -21.0 0.543
836 125630 247.28782775 15.791206351 17.206 r 16.2811 432 4.602 2921.473 1640.388 0.064348742 0.065114506 -0.0067951945 4.039 3.831 41.8 0.051
844 361379 247.49353603 15.793165132 17.99 r 17.0698 343 11.838 1283.315 1656.743 0.056822978 0.038495198 -0.0123244 5.226 4.127 73.0 0.21
949 1409550 247.15676462 15.809106605 19.12 r 17.7642 166 3.237 3965.053 1789.271 0.087181903 0.18281782 -0.011697907 3.394 2.337 3.5 0.312
970 462821 247.59987093 15.818872009 16.953 r 16.4988 688 8.94 436.745 1870.194 0.027876072 0.06403289 -0.066261917 11.035 3.457 30.7 0.687
1027 1409618 247.60114698 15.82653055 18.35 r 17.1385 241 3.436 426.654 1933.586 0.075207159 0.12855671 -0.0091798035 3.656 2.785 4.9 0.238
1234 1412515 247.12229426 15.865935122 18.88 r 17.5205 188 4.267 4238.978 2259.884 0.11025722 0.11503401 -0.03555632 3.249 2.767 41.2 0.148
2191 1430361 247.31947804 16.037189377 18.19 r 17.4919 197 3.631 2668.913 3676.033 0.11976068 0.10514039 -0.060912255 3.511 2.637 51.7 0.249
2347 69406 247.42025468 16.082251662 16.346 r 15.3696 899 5.59 1867.439 4048.958 0.031122843 0.056160502 0.046842206 7.651 3.774 -30.9 0.507
