# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae14698.i.ut190425.1078_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
16 53935 244.25004715 19.118309117 15.419 i 15.1573 1624
57 126011 244.48570225 19.117814125 18.07 i 16.577 506
95 1225371 244.28789952 19.12690719 18.59 i 17.163 303
129 623277 244.24400038 19.134653773 17.91 i 16.5019 331
274 1225414 244.31161985 19.162350141 18.56 i 17.09 260
682 454668 244.34181725 19.241555967 17.65 i 16.4205 377
686 1225509 244.15703563 19.240612565 18.3 i 16.8371 208
769 1409024 244.45634239 19.257239104 18.29 i 17.1018 265
782 623519 244.10386336 19.260011468 18.88 i 17.0947 236
1268 294882 244.37352047 19.36641935 17.7 i 16.433 559
1296 623752 244.39537137 19.378733294 17.093 i 16.0585 694
1382 1412310 244.21229441 19.385567804 19.15 i 17.3405 184
1449 623792 244.32421258 19.401832461 17.382 i 15.764 769
1637 1225760 244.16532197 19.43115314 18.34 i 17.0091 329
1671 1225773 244.43097408 19.439194959 18.38 i 17.0834 349
1726 1225785 244.43133906 19.448698452 18.52 i 17.1426 217
1757 62510 244.19779315 19.474736318 15.754 i 14.7172 2893
1795 623914 244.43185003 19.465992294 17.148 i 15.5729 835
1870 1409050 244.54741655 19.480603856 18.8 i 17.6623 174
1921 1135275 244.40133045 19.490740644 18.47 i 16.999 248
1926 623957 244.22769019 19.492528347 18.377 i 16.676 415
1946 1225850 244.53093482 19.497259443 18.4 i 16.9573 383
2128 624032 244.57950672 19.530622855 18.04 i 16.5713 476
2130 334798 244.57406129 19.533727173 17.91 i 16.8994 346
2186 20983 244.19032805 19.521409565 14.569 i 13.7001 4242
2303 687982 244.28269059 19.498222749 17.81 i 16.7037 266
