# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae13599.i.ut190429.5139_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels
519 1227817 243.75133655 21.664980543 18.58 i 16.9417 215
670 498439 243.87846347 21.697949942 17.476 i 16.3697 542
788 1421444 243.74569052 21.705347197 18.77 i 17.3017 201
1007 1408925 243.99851737 21.736968705 18.66 i 17.4544 216
1148 627008 243.95712726 21.762571088 19.14 i 17.0269 248
1256 498508 243.6867381 21.780791856 18.422 i 16.6162 381
1297 1412343 244.00088994 21.784592589 18.68 i 16.9078 171
1384 476847 243.77241985 21.801959601 16.91 i 16.3203 501
1478 1421511 244.06785264 21.81412293 19.41 i 17.8348 138
1526 1227922 243.9609954 21.824929585 18.73 i 17.1635 242
1527 627067 243.8822269 21.824052234 18.42 i 16.8379 403
1867 9244 243.74098427 21.938396155 14.113 i 13.1019 5669
2116 1416909 243.6260485 21.93078408 19.55 i 17.1749 210
2216 1227994 243.71760016 21.952520946 18.54 i 16.8791 360
2338 1421512 243.93271213 21.970507498 18.58 i 17.3284 223
2847 527404 243.88906265 22.001062468 17.107 i 15.8471 576
