# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae14698.i.ut190425.1078_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
16 53935 244.25004715 19.118309117 15.419 i 15.1573 1624 12.135 2833.333 390.874 0.011797945 0.012661534 -0.0093325982 11.514 7.689 42.4 0.332
57 126011 244.48570225 19.117814125 18.07 i 16.577 506 9.461 990.63 387.233 0.011543364 0.12475675 0.028927017 10.141 2.811 -7.2 0.723
95 1225371 244.28789952 19.12690719 18.59 i 17.163 303 6.837 2537.332 461.937 0.059948493 0.060532708 -0.021324711 4.491 3.755 44.2 0.164
129 623277 244.24400038 19.134653773 17.91 i 16.5019 331 4.124 2880.552 526.163 0.072648518 0.076986 -0.0026223667 3.719 3.596 15.6 0.033
274 1225414 244.31161985 19.162350141 18.56 i 17.09 260 4.468 2351.84 755.236 0.087240286 0.082171917 -0.033071302 3.835 3.14 49.4 0.181
682 454668 244.34181725 19.241555967 17.65 i 16.4205 377 4.87 2115.841 1410.739 0.059171032 0.069311112 -0.010932496 4.196 3.735 23.6 0.11
686 1225509 244.15703563 19.240612565 18.3 i 16.8371 208 3.106 3559.655 1403.556 0.09324906 0.14968549 0.016043331 3.295 2.575 -7.9 0.218
769 1409024 244.45634239 19.257239104 18.29 i 17.1018 265 4.993 1221.089 1540.915 0.076883785 0.068681672 0.013247465 3.923 3.523 -60.9 0.102
782 623519 244.10386336 19.260011468 18.88 i 17.0947 236 4.674 3974.922 1564.564 0.11159336 0.070680693 0.012252659 3.786 2.982 -81.7 0.212
1268 294882 244.37352047 19.36641935 17.7 i 16.433 559 8.897 1868.418 2444.139 0.035010304 0.030972347 0.0034666143 5.742 5.296 -69.7 0.078
1296 623752 244.39537137 19.378733294 17.093 i 16.0585 694 8.737 1697.857 2546.107 0.0631501 0.016719842 -0.035316095 9.637 3.804 71.4 0.605
1382 1412310 244.21229441 19.385567804 19.15 i 17.3405 184 3.538 3127.104 2602.841 0.12740724 0.10688789 -0.045734528 3.295 2.652 57.1 0.195
1449 623792 244.32421258 19.401832461 17.382 i 15.764 769 7.796 2253.394 2737.16 0.032215342 0.030980054 -0.0051922938 5.879 5.402 51.7 0.081
1637 1225760 244.16532197 19.43115314 18.34 i 17.0091 329 7.463 3493.457 2980.389 0.048928507 0.060947008 0.025866767 4.958 3.801 -32.5 0.233
1671 1225773 244.43097408 19.439194959 18.38 i 17.0834 349 7.008 1420.214 3046.624 0.043153089 0.0554015 0.0036014712 4.828 4.239 -8.2 0.122
1726 1225785 244.43133906 19.448698452 18.52 i 17.1426 217 3.694 1417.414 3125.275 0.10205581 0.10116743 0.0090285894 3.21 3.069 -47.8 0.044
1757 62510 244.19779315 19.474736318 15.754 i 14.7172 2893 17.803 3239.77 3340.869 0.0056418171 0.0089076636 -0.0040319213 14.617 10.066 25.5 0.311
1795 623914 244.43185003 19.465992294 17.148 i 15.5729 835 6.81 1413.516 3268.4 0.03350712 0.032498334 0.0048452234 5.723 5.309 -50.9 0.072
1870 1409050 244.54741655 19.480603856 18.8 i 17.6623 174 4.25 511.919 3390.19 0.10346881 0.10804641 0.0044606952 3.123 3.03 -22.1 0.03
1921 1135275 244.40133045 19.490740644 18.47 i 16.999 248 4.27 1651.746 3473.088 0.10172111 0.07573621 -0.045302343 3.996 2.951 59.9 0.262
1926 623957 244.22769019 19.492528347 18.377 i 16.676 415 6.418 3006.418 3487.962 0.051366206 0.050314076 0.0051297452 4.554 4.325 -50.8 0.05
1946 1225850 244.53093482 19.497259443 18.4 i 16.9573 383 7.995 640.678 3527.871 0.056522496 0.082362354 0.102692 7.786 2.858 -37.9 0.633
2128 624032 244.57950672 19.530622855 18.04 i 16.5713 476 8.847 262.154 3804.495 0.026827633 0.063220657 -0.033473905 7.018 3.786 21.3 0.46
2130 334798 244.57406129 19.533727173 17.91 i 16.8994 346 5.937 304.665 3830.124 0.060565181 0.051506955 0.020985328 4.735 3.85 -56.7 0.187
2186 20983 244.19032805 19.521409565 14.569 i 13.7001 4242 17.365 3297.716 3727.178 0.0031658735 0.010367677 -0.0019267274 18.139 9.762 7.5 0.462
2303 687982 244.28269059 19.498222749 17.81 i 16.7037 266 4.209 2577.317 3534.915 0.079866119 0.09345369 -0.012430695 3.593 3.23 21.2 0.101
