# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae15132.r.ut190428.4148_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
1246 1224526 244.85551884 18.352500292 18.12 r 17.1794 331 5.564 2079.507 2277.179 0.063790292 0.064560205 0.042540193 4.828 3.421 -44.5 0.291
1320 622043 244.91021075 18.36879601 18.31 r 16.9724 392 8.545 1649.963 2412.156 0.031193035 0.06768731 -0.0027490575 5.667 3.842 2.2 0.322
1489 622098 244.83437879 18.408562733 18.23 r 16.9127 407 5.989 2245.562 2741.134 0.092058696 0.10253245 -0.16064364 7.714 2.372 43.1 0.693
1614 622125 244.92280433 18.425317234 18.3 r 17.176 393 6.328 1551.279 2879.964 0.042526253 0.06175705 -0.022215515 5.167 3.868 24.6 0.251
1629 1127510 244.80175454 18.425578553 18.69 r 17.5086 210 3.767 2501.716 2881.977 0.10536301 0.12139301 -0.0030878647 3.083 2.868 5.5 0.07
1758 474279 244.80587233 18.450796769 17.997 r 16.6849 469 7.627 2469.353 3090.675 0.042085666 0.057552733 -0.01439298 5.047 4.07 21.5 0.194
1810 56762 244.87348643 18.464409623 16.144 r 15.2066 1271 6.488 1938.575 3203.351 0.02599697 0.024669867 0.0046919109 6.609 6.001 -52.9 0.092
1821 1224644 244.95598757 18.45866454 18.26 r 17.0599 376 5.922 1290.921 3156.095 0.029886225 0.088828273 0.04933539 6.913 3.198 -20.0 0.537
1850 56530 244.8739793 18.48039593 15.239 r 14.9987 2711 16.493 1934.736 3335.653 0.0071190405 0.0073234662 -0.00057881611 12.026 11.525 35.3 0.042
2563 62530 244.89104527 18.578760502 15.227 r 15.1106 2079 14.318 1801.039 4149.749 0.013899847 0.0075117694 0.008106635 13.429 7.939 -64.1 0.409
